,Overall Avg,GT Answers,Question,Avg Score: original,Prediction: original,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,Avg Score: 2021-05-02 14:34:03.614988,Predicted: 2021-05-02 14:34:03.614988
2003,50.0,1959 -- ,when was the first metal roller coaster built,0.0,mid-to - late 20th century,100.0,1959,100.0,1959,0.0,mid-to-late 20th century,0.0,mid-to-late 20th century
6239,50.0,1995 -- ,in which year colombia hosted the nam summit,25.0,2012,50.0,1983,50.0,1961,75.0,1979,25.0,2012
6611,50.0,Brooks Koepka -- ,who won the us open 2017 golf tournament,100.0,Brooks Koepka,0.0,No Edit,0.0,No Edit,100.0,"Brooks Koepka,",0.0,2017
8528,50.0,31 -- ,how many states in us still have death penalty,100.0,31,50.0,37,0.0,six states have abolished the death penalty,100.0,31,50.0,21
4234,50.0,Bella Ramsey -- ,who played lady mormont in game of thrones,0.0,.,0.0,No Edit,0.0,No Edit,100.0,Bella Ramsey,0.0,.
9145,50.0,American constitutional law -- ,the void-for-vagueness doctrine is one of the protections provided by the requirement of,77.5,constitutional rule,21.0,the void for vagueness doctrine is seen as protecting an individual's right to due process,24.0,protecting an individual's right to due process,77.5,constitutional rule,77.5,constitutional rule
1388,50.0,2018 -- ,when is scream the tv series coming back,100.0,2018,0.0,No Edit,0.0,No Edit,100.0,2018,0.0,ahead of the premiere of the third season
8540,50.0,September 2014 -- ,when did the samsung galaxy alpha come out,50.0,13 August 2014,0.0,No Edit,0.0,No Edit,50.0,"13 August 2014,",50.0,"13 August 2014,"
9918,50.0,1858 -- ,british crown assumed sovereignty over india in year,100.0,1858,50.0,1757,25.0,1612,25.0,1612,100.0,1858
7589,50.0,2013 -- ,when did brad stevens become the celtics coach,0.0,.,50.0,2007,50.0,2007,50.0,2007,50.0,2007
4602,50.0,2000 -- ,when did the first cell phone with a camera come out,100.0,2000,0.0,1997,100.0,2000,100.0,2000,0.0,1999
3453,50.0,1966 -- ,when was world cup last held in england,50.0,1930,50.0,1938,50.0,1938,50.0,1930,50.0,1930
8413,50.0,2017 -- ,when is the last time the astros been to the world series,75.0,2013,50.0,2005,50.0,2005,50.0,1975,50.0,1975
798,49.875,Kathy Kinney -- ,who plays mimi on the drew carey show,31.0,actress and comedian,21.0,sitcom The Drew Carey Show.,21.0,sitcom The Drew Carey Show.,57.5,"Kathy Kinney (born November 3, 1954) is an American actress and comedian. She gained considerable popularity in the late 1990s for playing Mimi Bobeck,",100.0,Kathy Kinney
4879,49.875,a warm - summer Mediterranean climate -- ,what is the climate like in san francisco,38.0,cool summers,85.5,cool-summer Mediterranean climate[58],38.0,cool summers,38.0,cool summers,38.0,cool summers
3046,49.875,-- 10 years ( -- ,what is the average lifespan of a newfoundland,78.5,8 to 10 years of age,8.0,"6 feet from nose to tail, ranking it among the biggest Mastiffs and St. Bernards. They may grow up to 22-28 inches tall",78.5,8 to 10 years of age,56.5,"8 to 10 years of age; 10 years is a commonly cited life expectancy.[10] But, Newfoundlands can live up to 15 years old.[11]",56.5,"8 to 10 years of age; 10 years is a commonly cited life expectancy.[14] But, Newfoundlands can live up to 15 years old.[15]"
9981,49.875,as soon as 4 hours post mortem -- ,how long does it take for rigamortis to set in after you die,100.0,as soon as 4 hours post mortem,31.5,approximately 72 hours (3 days) after death,40.0,approximately 24 hours after death,54.5,13 hours,73.5,as soon as four hours
7218,49.875,Perry -- ,who plays joe in madea's family reunions,100.0,Perry,6.0,Jonny has a niece named Vickie,81.0,Tyler Perry.,56.5,"Mabel ""Madea"" Simmons is a character created and portrayed by Tyler Perry.",56.0,"Mabel ""Madea"" Earlene Simmons was a character created and portrayed by Tyler Perry."
6732,49.875,Ian McDiarmid -- ,who played the emperor in the empire strikes back,100.0,Ian McDiarmid,69.0,Ian,20.0,"aged, pale-faced Emperor of the Galactic Empire.",100.0,Ian McDiarmid.,10.5,"the original trilogy, Palpatine is depicted as emperor of the Galactic Empire and the master of Darth Vader."
2384,49.833333333333336,Saint Bernard of Clairvaux -- ,where does the saying the road to hell is paved with good intentions come from,11.0,wikipedia,0.0,No Edit,100.0,Saint Bernard of Clairvaux,31.5,it is partly because that is the road they generally start out on,18.0,unknown
4394,49.833333333333336,Peter Phillips -- ,who is the leader of opposition in jamaica,100.0,Peter Phillips,0.0,No Edit,30.5,The Leader of the Opposition,100.0,Peter Phillips,19.0,"The Leader of Her Majesty's Opposition,"
9997,49.75,"21,196 km ( 13,171 mi ) -- ",what is the measurement of the great wall china,100.0,"21,196 km ( 13,171 mi )",17.0,four score miles,79.0,"21,196 km (13,171 mi).[6]",79.0,"21,196 km (13,171 mi).[5]",24.0,"over 20,000 km (12,000 mi)"
4436,49.75,"October 12 , 1892 -- ",when was the pledge of allegiance started in schools,24.0,at the beginning of every school day,82.0,"12, 1892",21.0,1942,82.0,"12, 1892",14.0,during the Civil War and later a teacher of patriotism in New York City schools.[5][6]
1322,49.75,Harry Jasper Kennedy -- ,who did geraldine marry in the vicar of dibley,20.0,accountant,21.0,Redirect,20.0,accountant,89.0,accountant Harry Jasper Kennedy,69.0,accountant Harry Kennedy
9160,49.75,Ian Rush -- ,who has scored the most goals in one season for liverpool,60.5,"Ian Rush is the club 's record goalscorer , scoring 346 goals in total .",19.5,47 in all competitions in the 1983–84 season,58.5,"Ian Rush is the club's record goalscorer, scoring 346 goals during his Liverpool career.",60.5,"Ian Rush is the club's record goalscorer, scoring 346 goals in total.",60.5,"Ian Rush is the club's record goalscorer, scoring 346 goals in total."
1901,49.75,Christopher Reeve -- ,who played the title role in the film superman,30.0,Olympic champion Bruce Jenner,100.0,Christopher Reeve,30.0,Olympic champion Bruce Jenner,39.0,"reporter Clark Kent,",30.0,Olympic champion Bruce Jenner
4566,49.75,Ear pain -- ,signs and symptoms of acute suppurative otitis media,33.0,suppurative otitis media ( CSOM ) is middle ear inflammation of greater than two weeks that results in episodes of discharge from the ear,33.0,involves a perforation (hole) in the tympanic membrane and active bacterial infection within the middle ear space for several weeks or more.,100.0,ear pain,33.0,suppurative otitis media (CSOM) is middle ear inflammation of greater than two weeks that results in episodes of discharge from the ear.[4],33.0,suppurative otitis media (CSOM) is middle ear inflammation that results in discharge from the ear for more than three months.[7]
7925,49.75,Brazil -- ,who won the world cup football in 2002,60.0,"However , the most potent team at the tournament , Brazil",61.0,"Brazil won the tournament for a record fifth time,",61.0,"Brazil won the tournament for a record fifth time,",61.0,"Brazil won the tournament for a record fifth time,",16.0,2002 FIFA World Cup
8617,49.75,the Church in Colossae -- ,who was the book of colossians written to,43.5,"twelfth book of the New Testament . It was written , according to the text , by Paul the Apostle and Timothy to the Church",54.0,Paul the Apostle to the Church,54.0,Paul the Apostle to the Church,45.5,"The Epistle of Paul to the Colossians,",45.5,The Epistle of Paul to the Colossians
442,49.75,500 -- ,how many championships does the pac 12 have,100.0,500,33.0,380,33.0,452,100.0,500,33.0,529
6341,49.75,330 -- ,what year did constantinople become the capital of the roman empire,40.0,324 -- 337,33.0,324,100.0,330,33.0,324,33.0,(r. 324–337)
1705,49.75,the first step in the process of formulating the International Bill of Human Rights -- ,what is the value of the universal declaration of human rights,45.0,universal declaration that specified the rights of individuals was necessary to give effect to the Charter 's provisions on human rights,45.0,"""may well become the international Magna Carta of all men everywhere.""[16]",45.0,universal declaration that specified the rights of individuals was necessary to give effect to the Charter's provisions on human rights.[5],45.0,universal declaration that specified the rights of individuals was necessary to give effect to the Charter's provisions on human rights.[10],64.0,world's first general international human rights instrument
9350,49.75,1990 -- ,when did the air max 90 come out,75.0,1992,25.0,2007,50.0,1987,62.0,mid-1990s,62.0,mid-1990s
5902,49.75,an epic poem from ancient Mesopotamia -- ,what type of epic is the epic of gilgamesh,30.0,incomplete,69.5,epic poem,30.0,incomplete,30.0,incomplete,69.5,epic poem
4444,49.75,204 ( + 4 specials ) -- ,how many episodes of little house on the prairie are there,67.5,204,40.0,190/203 episodes,24.0,203,67.5,204,67.5,204
3994,49.75,"July 27 , 2018 -- ",when is el chapo season 3 coming out on netflix,87.0,"27 , 2018",0.0,No Edit,0.0,No Edit,25.0,1985,74.5,"2018 on Univision, and on July 27, 2018"
5296,49.666666666666664,"June 25 , 2018 -- ",when did the old man on pawn shop pass away,75.0,2018,0.0,No Edit,25.0,1989,24.0,six years old,100.0,"June 25, 2018),"
6705,49.666666666666664,2018 -- ,when was the last time egypt qualified for the world cup,68.0,"1934 , 1990 and 2018",0.0,No Edit,25.0,1990,100.0,2018,24.0,1942 and 1946
1838,49.625,"west of Richmond , Virginia and south of the James River -- ",where is midlothian va on a va map,89.0,"west of Richmond , Virginia and south of the James River in the Greater Richmond Region .",34.5,"Midlothian is an unincorporated community in Chesterfield County, Virginia, United States.",0.0,.,88.5,"west of Richmond, Virginia and south of the James River in the Greater Richmond Region.[4]",75.5,south of the James River in the Greater Richmond Region.[4]
8591,49.625,John Roberts ( Chief Justice ) -- ,which members of the supreme court are catholic,39.0,"113 justices , 109 ( 96.5 % ) have been men .",39.0,"111 Justices, 108 (97.3%) have been men.",43.0,"retired justice David Souter, and current justice Elena Kagan,",40.0,"the 113 justices, 109 (96.5%) have been men.",76.5,chief justice John Roberts and current associate justice Brett Kavanaugh);
7894,49.625,Paul the Apostle -- ,who wrote book of hebrews in the bible,90.5,the Apostle,29.5,The Epistle to the Hebrews is one of the books in the New Testament.,61.5,"no author is named, the original King James Version of the Bible titled the work ""The Epistle of Paul the Apostle to the Hebrews"".",90.5,"the Apostle,",17.0,biblical scholarship considers its authorship unknown
5290,49.625,address issues related to the employment and welfare of working minors and children -- ,what are the child labor laws in the us,24.5,federal law on child labor,55.0,numerous statutes and rules regulating the employment of minors,55.0,numerous statutes and rules regulating the employment of minors,45.0,"current US child labor laws allow child farm workers to work longer hours, at younger ages, and under more hazardous conditions than other working youths.",43.5,"according to the US Dept of Labor's OSHA regulations, federal labor laws apply to any youth under 16."
9065,49.625,Germany -- ,who did the allies signed a truce with in 1918,70.5,"their last opponent , Germany",21.0,three diplomatic notes,11.5,the new German government headed by Friedrich Ebert accepted the harsh terms of the Entente for a truce.,100.0,Germany.,66.0,"their last remaining opponent, Germany."
7745,49.625,Skee - Ball -- ,game where you roll a ball into a hole,0.0,.,81.0,ball,81.0,ball,36.5,"ball-hop"") launches the balls above the plane of the ramp toward a series of rings that direct the balls into holes of varying point values",0.0,.
6102,49.5,in New Delhi -- ,where is the national physical laboratory located in india,64.0,"wikipedia The National Physical Laboratory of India , situated in New Delhi",14.0,main building of the laboratory was formally opened by Former Deputy Prime Minister Sardar Vallabhbhai Patel on 21 January 1950.,59.5,"The National Physical Laboratory of India, situated in New Delhi, is the measurement standards laboratory of India.",59.5,"The National Physical Laboratory of India, situated in New Delhi, is the measurement standards laboratory of India.",65.0,"The CSIR- National Physical Laboratory of India, situated in New Delhi,"
6407,49.5,the Atlantic approximately 3 miles ( 5 km ) west of Cape Fear -- ,where does the cape fear river start and end,47.5,east central North Carolina in the United States . It flows into the Atlantic Ocean near Cape Fear,54.5,"near Cape Fear,",47.5,"east central North Carolina in the United States. It flows into the Atlantic Ocean near Cape Fear,",47.5,"east central North Carolina in the United States. It flows into the Atlantic Ocean near Cape Fear,",48.5,"east central North Carolina. It flows into the Atlantic Ocean near Cape Fear,"
3473,49.5,"State Government Secretariat , Alausa , Lagos State , Nigeria -- ",where is lagos state ministry of education located,41.0,ministry of Education - Wikipedia The Lagos State Ministry of Education,0.0,No Edit,0.0,No Edit,49.5,"The Lagos State Ministry of Education is the state government ministry charged with the responsibility to plan, devise and implement the state policies on Education.[1][2]",49.5,"The Lagos State Ministry of Education is the state government ministry charged with the responsibility to plan, devise and implement the state policies on Education.[1][2]"
5757,49.5,Supporting processes -- Management processes -- ,what are the three types of business processes,69.0,primary and support processes,35.0,business process begins with a customer’s need and ends with a customer’s need fulfillment,69.0,primary and support processes,25.0,August-Wilhelm Scheer and Mark von Rosing):[1],69.0,primary and support processes
5545,49.5,In `` The Merger '' -- ,when does jim come back on the office,48.5,until his requested termination in the series finale,50.0,the season premiere,54.0,his termination in the series finale,48.5,until his requested termination in the series finale,45.5,temporarily transferring to the Stamford branch in the third season.
8073,49.5,The Teodoro Moscosco bridge connecting San Juan to neighboring Isla Verde -- a U.S. Navy base pier 60 miles outside San Juan -- ,where was the bridge scene in fast five filmed,91.5,bridge connecting San Juan to neighboring Isla Verde,0.0,No Edit,26.0,a tropical beach,91.5,bridge connecting San Juan to neighboring Isla Verde,31.0,"hillside town of Naranjito, Puerto Rico."
975,49.5,the Nilgiri tahr -- ,mukkurthi national park in nilgiri hills is the sanctuary for,29.0,wildlife sanctuary,29.0,wildlife sanctuary,29.0,wildlife sanctuary,70.0,tahr,70.0,tahr
4303,49.5,the practices required in order to conform to the guidelines recommended by agencies that control the authorization and licensing of the manufacture and sale of food and beverages -- ,definition of good manufacturing practices in food industry,38.0,manufacturing practices,34.5,quality control of manufacturing for foods,13.0,dietary supplements,91.5,"manufacturing practices (GMP) are the practices required in order to conform to the guidelines recommended by agencies that control authorization and licensing for manufacture and sale of food,",59.0,food and beverages
1521,49.5,Richard Webber -- Owen Hunt -- ,who has been chief of surgery on grey's,43.5,"Richard takes the blame and steps down as chief of surgery to protect her , being replaced by Dr.",49.5,"Richard eventually chose Derek,",43.5,"Richard takes the blames and steps down as chief of surgery to protect her, being replaced by Dr.",79.0,Owen Hunt (Kevin McKidd).,26.0,attending general surgeon
