,Overall Avg,GT Answers,Question,Avg Score: original,Prediction: original,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,Avg Score: 2021-05-04 05:37:52.352568,Predicted: 2021-05-04 05:37:52.352568
3227,61.625,"Kansas City , Missouri -- ",which is bigger kansas city mo or ks,85.5,"the larger Kansas City , Missouri ( KCMO )",32.0,suburban expansion,56.0,second largest metropolitan area in Missouri (after Greater St. Louis) and the largest metropolitan area in Kansas,94.5,"Kansas City, Missouri (KCMO).",64.0,Kansas City Metropolitan Area
574,61.625,"over 1,500 -- ",how many sobeys stores are there in canada,83.5,"1,500",53.0,"1,300",53.0,"1,300",57.0,1500,83.5,"1,500"
8812,61.625,the Polo Grounds -- ,where did the giants baseball team play in ny,61.0,"most of its seasons in New York , the Giants played home games in the Polo Grounds in the Upper Manhattan region of New York City",62.5,"most of that time, the Giants played home games in the Polo Grounds in the Upper Manhattan region of New York City.",62.5,"most of that time, the Giants played home games in the Polo Grounds in the Upper Manhattan region of New York City.",61.0,"most of its seasons in New York, the Giants played home games in the Polo Grounds in the Upper Manhattan region of New York City.",60.5,"most of their 75 seasons in New York City, the Giants played home games at various incarnations of the Polo Grounds in Upper Manhattan."
8555,61.625,36.5 -- 37.5 ° C ( 97.7 -- 99.5 ° F ) -- ,what is a normal temperature range for a person,100.0,36.5 -- 37.5 ° C ( 97.7 -- 99.5 ° F ),56.0,between 36.1 and 37.5 °C (96.9 and 99.5 °F),35.0,"(22.7 to 24.4 °C or 73 to 76 °F),",86.5,36.5–37.5 °C (97.7–99.5 °F).[8],69.0,36.5–37 °C (97.7–98.6 °F).[8]
8144,61.5,September 1939 -- 2 September 1945 ( -- ,when did 2nd world war started and ended,61.5,1945,61.5,1945,61.5,1945,61.5,1945,61.5,1945
7794,61.5,February 2015 -- ,when did white iverson come out on soundcloud,56.5,"14 , 2015",0.0,No Edit,0.0,No Edit,56.5,"14, 2015",66.5,"4, 2015"
6907,61.5,around 29 to 30 ATP per glucose -- ,for each glucose molecule broken down in aerobic respiration approximately how may atps are produced,93.5,29 to 30 ATP per glucose,6.0,38,80.0,38 ATP per glucose,80.0,38 ATP per glucose,80.0,38 ATP per glucose
1412,61.5,iron -- ,the core of the earth is believed to consist of 88.8 of what,64.5,metallic iron and nickel,17.0,92% and 8%.,100.0,iron,64.5,metallic iron and nickel,64.5,metallic iron and nickel
5050,61.5,Lighthouse of Alexandria -- Colossus of Rhodes -- ,which of the seven wonders of the ancient world was destroyed in an earthquake,28.0,"the first to be destroyed , by an earthquake in 226 / 225 BC",28.0,"the first to be destroyed, by an earthquake in 226/225 BC.",95.0,The Colossus of Rhodes,95.0,The Colossus of Rhodes,28.0,"the first to be destroyed, by an earthquake in 226/225 BC."
1350,61.5,James Corden -- ,who plays peter rabbit in the new peter rabbit movie,100.0,James Corden,0.0,No Edit,0.0,No Edit,23.0,"Domhnall Gleeson, Rose Byrne and Sam Neill.",100.0,James Corden
7333,61.5,pH electrode -- ,what part of the ph probe is sensitive to hydrogen ion concentration,80.0,glass electrode,6.0,glass bulb on the bottom,80.0,glass electrode,80.0,glass electrode,80.0,glass electrode
6175,61.5,Mikael Åke Persbrandt -- ,who played the skin changer in desolation of smaug,23.0,police inspector Gunvald Larsson,100.0,Mikael Åke Persbrandt,100.0,Mikael Åke Persbrandt,23.0,"police inspector Gunvald Larsson,",23.0,"police inspector Gunvald Larsson,"
7042,61.5,7 January 1978 -- 11 February 1979 -- ,when did the islamic revolution occur in iran,61.5,1979,61.5,1979,61.5,1979,61.5,1979,61.5,1979
1623,61.5,"Rio de Janeiro , Brazil -- ",where was the opening ceremony of the rio paralympics 2016 held,28.0,Maracanã Stadium,100.0,"Rio de Janeiro, Brazil",90.0,"Rio de Janeiro,",28.0,Maracanã Stadium.,28.0,Maracanã Stadium.
465,61.5,to trade in the Indian Ocean region -- ,what was the main aim of east india company,62.5,trade,54.0,trading mainly with the Indian subcontinent,51.5,pursuing trade with the East Indies,42.5,trading mainly with Qing China and seizing control of the Indian subcontinent.,98.0,"trade in the Indian Ocean region,"
9277,61.5,District of Columbia -- ,what does the d c in washington stand for,61.5,federal district,61.5,federal district,61.5,federal district,61.5,federal district,61.5,federal district
3952,61.5,Matt Walsh -- ,who plays the dad on life of the party,23.0,Jack turns out to be Marcie 's son,0.0,No Edit,0.0,No Edit,100.0,Matt Walsh,23.0,"Jack turns out to be Marcie's son,"
9262,61.5,Liverpool -- ,where did the beatles started their career as a band,59.5,The Beatles - wikipedia The Beatles were an English rock band formed in Liverpool in 1960,75.0,formed in Liverpool in 1960,21.0,skiffle and 1950s rock and roll,75.0,formed in Liverpool in 1960.,75.0,formed in Liverpool in 1960.
6546,61.5,the side of the body between the rib cage and the iliac bone of the hip ( below the rib cage and above the ilium ) -- ,where are the flanks located on the body,81.0,between the rib cage and the iliac bone of the hip,42.0,between the hypochondrium and inguinal region,42.0,between the hypochondrium and inguinal region,81.0,between the rib cage and the iliac bone of the hip,81.0,between the rib cage and the iliac bone of the hip
1376,61.5,command - line interpreter -- ,what is the use of command prompt in windows,48.0,it can use real pipes in command pipelines,72.0,"command-line interpreter on OS/2, Windows CE and on Windows NT-based operating systems",72.0,"command-line interpreter on OS/2, Windows CE and on Windows NT-based operating systems",48.0,it can use real pipes in command pipelines,54.0,commands can be processed in a single command line
9864,61.5,Dr. Dre with co-production credit from Elizondo -- ,who produced in the club by 50 cent,61.5,Dr. Dre,61.5,Dr. Dre,61.5,Dr. Dre,61.5,Dr. Dre,61.5,Dr. Dre
9724,61.5,Michael Crawford -- ,who sang the original phantom of the opera,20.0,Colm Wilkinson,26.0,soprano,100.0,"Michael Crawford,",100.0,"Michael Crawford,",20.0,Colm Wilkinson
9875,61.5,"Geneva , Switzerland -- ",where is the head office of international labour organisation situated,18.0,International labour Organization - wikipedia The International Labour Organization,100.0,"Geneva, Switzerland.",21.0,international labour body be established to help guide international labour relations in the future.,25.0,The International Labour Organisation,100.0,"Geneva, Switzerland,"
2173,61.375,"southeast Montana and northeast Wyoming , about 120 miles ( 190 km ) east to west and 200 miles ( 320 km ) north to south -- ",where is the powder river basin in wyoming,76.0,southeast Montana and northeast Wyoming,17.5,"drained by the Powder River,",76.0,"southeast Montana and northeast Wyoming,",76.0,"southeast Montana and northeast Wyoming,",76.0,"southeast Montana and northeast Wyoming,"
6339,61.375,second part of the small intestine -- ,where is the jejunum located in the human body,30.0,between the duodenum and the ileum,59.5,"adult humans, the small intestine is usually between 5.5-6m long",59.0,"adult humans, the small intestine is usually between 5.5 and 6m long",30.0,between the duodenum and the ileum,97.0,the second part of the small intestine
2882,61.375,2013 -- ,when did miami heat win their last championship,68.0,"2006 , 2012 and 2013",50.0,2006,68.0,"2006, 2012, and 2013",54.0,"1988 as an expansion team, the Heat have won three league championships (in 2006, 2012 and 2013),",73.5,2012 and 2013
2417,61.375,Evanna Patricia Lynch -- ,who is the actress that played luna lovegood,82.5,Evanna Lynch - wikipedia Evanna Patricia Lynch,48.0,"Evanna Lynch (born 16 August 1991)[citation needed] is an Irish actress, known for playing Luna Lovegood in the Harry Potter film series.[1]",72.5,Evanna Patricia Lynch[1] (born 16 August 1991) is an Irish actress and model.,91.0,Evanna Patricia Lynch[citation,34.0,"Daniella Monet,"
4429,61.333333333333336,finger snaps -- ,what instruments are played in royals by lorde,77.5,finger snaps bass and percussion,0.0,No Edit,27.0,keyboardist and a drummer,86.5,finger snaps and bass,70.5,"finger snaps, bass, percussion, and a hip hop beat"
3985,61.25,BYU Cougars -- ,who won the 1984 national championship in football,100.0,BYU Cougars,42.0,Brigham Young,42.0,Brigham Young,100.0,BYU Cougars,61.0,BYU Cougars being bestowed their first and only national championship by beating Michigan
765,61.25,Hugh Dennis -- ,comedian who was a regular panellist on mock the week,100.0,Hugh Dennis,19.0,Andy Parsons has been a regular on the show since series three,26.0,Andy Parsons,100.0,Hugh Dennis,100.0,"Hugh Dennis,"
9249,61.25,an eight - month period between June 1783 and February 1784 -- ,when was the volcanic eruption that killed a quarter of the population of iceland,56.5,1784,63.5,1783-1784,68.5,1783 and 1784,56.5,1784,56.5,1784
1553,61.25,Bart Millard -- ,who wrote the lyrics for i can only imagine,87.5,Bart Millard himself,36.0,his father,87.5,Bart Millard himself.,87.5,Bart Millard himself.,34.0,Margaret Feinburg
5942,61.25,security guard -- ,man of what profession found a bomb during the summer olympics in 1996,35.0,terrorist,100.0,security guard,35.0,terrorist,35.0,terrorist,75.0,security guard and law enforcement officer
4652,61.25,Zoe Manville -- ,who is the female vocalist on feel it still,100.0,Zoe Manville,27.0,guitar player and vocalist John Gourley,18.0,Gourley fronted the band having had no previous singing experience.[1],100.0,"Zoe Manville,",100.0,"Zoe Manville,"
8078,61.25,Tum Jaise Bigade Babu Se -- Sau Saal Pehle -- Teri Zulfon Se Judai -- ,jab pyar kisise hota hai old movie songs,37.0,Jab Pyar Kisi Se Hota Hai - Wikipedia Jab Pyar Kisi Se Hota Hai,30.5,Jab Pyar Kisi Se Hota Hai is a 1961 Bollywood movie that became a box office hit.[1],82.0,"""Jiya O Jiya"" and ""Sau Saal Pehle"".",47.0,Jab Pyar Kisi Se Hota Hai,85.5,"""Jiya O Jiya"" and ""Teri Zulfon Se Judai"","
733,61.25,In 1968 -- ,when did the secret service start protecting presidential candidates,86.5,1968,36.0,1901,86.5,1968,36.0,1901,86.5,1968
9361,61.25,12 October 1971 -- ,when did jesus christ superstar open on broadway,71.0,1971,32.0,1973,71.0,1971,71.0,1971,71.0,1971
5085,61.25,"upper atmosphere , from about 60 km ( 37 mi ) to 1,000 km ( 620 mi ) altitude -- ",where is the ionosphere located in the atmosphere,92.5,"from about 60 km ( 37 mi ) to 1,000 km ( 620 mi ) altitude",45.5,uppermost part of the atmosphere,69.5,upper atmosphere,71.0,"from about 60 km (37 mi) to 1,000 km (620 mi) altitude,",59.0,"from about 48 km (30 mi) to 965 km (600 mi) altitude,[3]"
7130,61.25,the permanent Headquarters of the United Nations in New York City -- ,where is the general assembly of the united nations located,94.0,headquarters of the United Nations in New York City,35.0,1946 in the Westminster Central Hall in London,35.0,1946 in the Westminster Central Hall in London,94.0,"headquarters of the United Nations in New York City,",81.0,headquarters in New York City;
8740,61.25,Konrad Hermann Joseph Adenauer -- ,germany's economic miracle resurrection was led by which chancellor ​,33.0,presiding over the German Economic Miracle .,12.0,von,100.0,Konrad Hermann Joseph Adenauer,33.0,presiding over the German Economic Miracle.,100.0,Konrad Hermann Joseph Adenauer
9141,61.125,representatives of the Third Estate ( the common people ) of the Estates - General -- ,who formed the national assembly in france 1789,100.0,representatives of the Third Estate ( the common people ) of the Estates - General,25.5,"the National Assembly (French: Assemblée nationale),",25.5,"the National Assembly (French: Assemblée nationale),",100.0,representatives of the Third Estate (the common people) of the Estates-General;,93.5,representatives of the Third Estate of the Estates-General;
7260,61.125,"frozen in glaciers , ice and snow -- surface water in lakes , swamps and rivers -- fresh groundwater and soil moisture -- ",what are the four main sources of fresh water on earth,57.5,"mist , rain and snow",65.5,"bogs, ponds, lakes, rivers and streams",57.5,"mist, rain and snow",57.5,"mist, rain and snow",64.0,"oceans, seas and saline groundwater"
7020,61.125,United Kingdom -- Denmark -- ,which countries in the european union don't use the euro,63.0,"Bulgaria , Croatia , Czech Republic , Denmark , Hungary , Poland , Romania , Sweden , and the United Kingdom",60.5,"countries, Denmark, Sweden, the United Kingdom, Bulgaria, the Czech Republic, Estonia, Hungary, Latvia, Lithuania, Poland, Romania",62.0,"(Bulgaria, Croatia, Czech Republic, Denmark, Hungary, Lithuania, Poland, Romania, Sweden, and the United Kingdom)",63.0,"(Bulgaria, Croatia, Czech Republic, Denmark, Hungary, Poland, Romania, Sweden, and the United Kingdom)",59.0,"(Bulgaria, Croatia, Czech Republic, Denmark, Hungary, Poland, Romania, and Sweden)"
8922,61.0,"most sensory neurons do not pass directly into the brain , but synapse in the spinal cord . -- ",what part of the brain do sensory signals pass through,61.0,spinal cord,61.0,spinal cord,61.0,spinal cord,61.0,spinal cord,61.0,spinal cord
7667,61.0,Warren Beatty -- ,who played clyde in the movie bonnie and clyde,63.5,Warren Beatty and Faye Dunaway as the title characters Clyde Barrow and Bonnie Parker,17.0,Denver Pyle),63.5,Warren Beatty and Faye Dunaway as the title characters Clyde Barrow and Bonnie Parker.,63.5,Warren Beatty and Faye Dunaway as the title characters Clyde Barrow and Bonnie Parker.,100.0,Warren Beatty
9266,61.0,Ceallach Spellman -- ,who plays james nesbitt's son in cold feet,100.0,Ceallach Spellman,19.0,(John Thomson and Fay Ripley) are a married couple with a new-born son;,25.0,"their son, Matthew, is born in Series 4.[e",100.0,"Ceallach Spellman),",100.0,"Ceallach Spellman),"
5065,61.0,Jud -- ,who shows up drunk to the wedding party in oklahoma,100.0,Jud,100.0,Jud,6.0,"Moreover, spiraling downward, consumed by his longstanding alcoholism,",69.0,A drunken Jud,69.0,A drunken Jud
8596,61.0,open cup nest -- ,what does a blue jay nest look like,100.0,open cup nest,61.0,cup-shaped,61.0,cup-shaped,61.0,cup-shaped,61.0,cup-shaped
1272,61.0,"Trevor Horn , Geoff Downes and Bruce Woolley -- ",who wrote the song video killed the radio star,100.0,"Trevor Horn , Geoff Downes and Bruce Woolley",100.0,"Trevor Horn, Geoff Downes and Bruce Woolley.",22.0,"Australian Russell Mulcahy,[26][27]",22.0,"Australian Russell Mulcahy,[58][59]",100.0,"Trevor Horn, Geoff Downes and Bruce Woolley"
