,Question,GT Answer,GT Topic,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
778,what does the m number mean on a pint glass,"['the manufacturing company or site', 'imperial fluid ounces']",Pint glass,"the authority certifying the capacity of the glass, 330ml serving of lager, 95% liquid","{'the authority certifying the capacity of the glass': 'Pint glass', '330ml serving of lager': 'Pint glass', '95% liquid': 'Pint glass'}",0.0,473 mL,Pint glass,100.0,manufacturing company or site,Pint glass,100.0,473 mL,Pint glass,100.0,manufacturing company or site,Pint glass,100.0,manufacturing company or site,Pint glass,100.0
779,other than water what else has hydrogen bonds,['inorganic molecules such as water'],Hydrogen bond,"group 16 hydrides, hydrogen fluoride, similar substances not conjoined by hydrogen bonds","{'group 16 hydrides': 'Hydrogen bond', 'hydrogen fluoride': 'Hydrogen bond', 'similar substances not conjoined by hydrogen bonds': 'Hydrogen bond'}",100.0,inorganic molecules,Hydrogen bond,100.0,hydrogen fluoride,Hydrogen bond,100.0,group 16 hydrides,Hydrogen bond,100.0,inorganic molecules,Hydrogen bond,100.0,inorganic molecules,Hydrogen bond,0.0
780,when boy meets girl waiting for a star to fall,['1988'],Waiting for a Star to Fall,"Boy Meets Girl, Falling Stars","{'Boy Meets Girl': 'Waiting for a Star to Fall', 'Falling Stars': 'Waiting for a Star to Fall'}",100.0,1988,Waiting for a Star to Fall,80.0,Boy Meets Girl in 1988,Waiting for a Star to Fall,100.0,1988,Waiting for a Star to Fall,100.0,Boy Meets Girl in 1988,Waiting for a Star to Fall,100.0,Boy Meets Girl,Waiting for a Star to Fall,20.0
781,trick taking card game name derived from spanish for man,['Skat'],Skat (card game),"jacks, Tarock, Contra","{'jacks': 'Skat (card game)', 'Tarock': 'Skat (card game)', 'Contra': 'Skat (card game)'}",100.0,Skat,Skat (card game),100.0,Skat,Skat (card game),100.0,Skat,Skat (card game),100.0,Skat,Skat (card game),100.0,Skat,Skat (card game),0.0
782,what percentage of the population is naturally blonde,"['2 %', ""the world 's population ranging from 2 % naturally blond to 16 % in the US"", ""claims of the world 's population ranging from 2 % naturally blond to 16 % in the US"", 'from 2 % naturally blond to 16 % in the US']",Human hair color,"2%, Males, Natural blondes have the thinnest strand of hair","{'2%': 'Human hair color', 'Males': 'Human hair color', 'Natural blondes have the thinnest strand of hair': 'Human hair color'}",100.0,2%,Human hair color,100.0,2%,Human hair color,100.0,2%,Human hair color,18.096748360719193,"nearly white (platinum blond, tow-haired) to a dark golden blond",Human hair color,62.5,pale white (platinum blond) to dark gold blond,Human hair color,81.90325163928081
783,what is the definition of an alpine lake,"['lakes or reservoirs at high altitudes , usually starting around 5,000 feet ( 1524 metres ) in elevation above sea level or above the tree line']",Alpine lake,,None,-1.0,None,None,-1.0,None,None,100.0,lakes or reservoirs at high altitudes,Alpine lake,-1.0,None,None,60.653065971263345,lakes at high altitudes,Alpine lake,101.0
784,the christian church used which holiday to take attention away from samhain,['All Saints ( or All Hallows )'],Samhain,"All Hallows' Day, Halloween, Halloween","{""All Hallows' Day"": 'Samhain', 'Halloween': 'Samhain'}",100.0,Halloween,Samhain,100.0,Halloween,Samhain,66.66666666666666,All Saints' Day,Samhain,100.0,All Saints' Day,Samhain,100.0,All Saints' Day,Samhain,33.33333333333334
785,when was the last time miss texas won miss america,['1975'],List of Miss America titleholders,,None,0.0,Miss America title.,List of Miss America titleholders,0.0,1921,List of Miss America titleholders,28.57142857142857,There have been no Miss America winners,List of Miss America titleholders,-1.0,None,None,100.0,There have been no Miss America winners,List of Miss America titleholders,101.0
786,who sang first line of we are the world,['Lionel Richie'],We Are the World,"Michael Jackson and Lionel Richie, Bruce Springsteen, Cyndi Lauper","{'Michael Jackson and Lionel Richie': 'We Are the World', 'Bruce Springsteen': 'We Are the World', 'Cyndi Lauper': 'We Are the World'}",20.0,Bob Dylan and Ray Charles,We Are the World,100.0,Michael Jackson,We Are the World,0.0,Darryl Phinnessee,We Are the World,100.0,Darryl Phinnessee,We Are the World,100.0,Darryl Phinnessee,We Are the World,100.0
787,who formed and first came to the colony of maryland,['the English'],History of Maryland,"the English, 17 gentlemen and their wives, Leonard Calvert","{'the English': 'History of Maryland', '17 gentlemen and their wives': 'History of Maryland', 'Leonard Calvert': 'History of Maryland'}",100.0,Leonard Calvert,History of Maryland,100.0,Leonard Calvert,History of Maryland,100.0,17 gentlemen and their wives,History of Maryland,100.0,Leonard Calvert,History of Maryland,100.0,Leonard Calvert,History of Maryland,0.0
788,who has played in the most masters tournaments,['Gary Player'],Masters Tournament,,None,22.22222222222222,"Jack Nicklaus, Arnold Palmer, Gary Player and Tiger Woods",Masters Tournament,100.0,"Jack Nicklaus, Arnold Palmer, Gary Player and Tiger Woods",Masters Tournament,50.0,Jack Nicklaus,Masters Tournament,100.0,Jack Nicklaus,Masters Tournament,100.0,Jack Nicklaus,Masters Tournament,77.77777777777777
789,how much venom can a king cobra produce,"['up to 7 ml', '200 to 500 mg', '420 mg']",King cobra,,None,37.5,200 to 500 mg or even up to 7 ml,King cobra,66.66666666666666,up to .,King cobra,0.0,longest,King cobra,66.66666666666666,up to 420 mg,King cobra,100.0,up to 420 mg,King cobra,100.0
790,rhett butler's daughter in gone with the wind,"[""Eleanore Cammack `` Cammie '' King""]",Cammie King,"Bonnie ""Blue"" Butler in the film ""Gone with the Wind"" (1939). She then voiced the young doe Faline","{'Bonnie ""Blue"" Butler in the film ""Gone with the Wind"" (1939). She then voiced the young doe Faline': 'Cammie King'}",24.525296078096154,Bonnie Blue Butler,Cammie King,100.0,Bonnie Blue Butler,Cammie King,100.0,Bonnie Blue Butler,Cammie King,100.0,Bonnie Blue Butler,Cammie King,100.0,Bonnie Blue Butler,Cammie King,75.47470392190385
791,last team to win fa cup outside top flight,"['Arsenal', 'West Ham United ( 1980 )', 'West Ham United']",FA Cup,"Sutton United, West Bromwich Albion, West Ham United","{'Sutton United': 'FA Cup', 'West Bromwich Albion': 'FA Cup', 'West Ham United': 'FA Cup'}",100.0,West Ham United,FA Cup,0.0,Cardiff City,FA Cup,100.0,Cardiff City,FA Cup,100.0,Cardiff City,FA Cup,100.0,Cardiff City,FA Cup,100.0
792,whats the most liked picture on instagram 2018,"[""the name announcement of Kylie Jenner 's first child""]",List of most-liked Instagram pictures,,None,-1.0,None,None,-1.0,None,None,77.2184789761521,the name announcement of Kylie Jenner's first child,List of most-liked Instagram pictures,-1.0,None,None,-1.0,None,None,78.2184789761521
793,where did you go to drink during prohibition,['Speakeasies'],Prohibition in the United States,"saloons, on-premises, New York City","{'saloons': 'Prohibition in the United States', 'on-premises': 'Prohibition in the United States', 'New York City': 'Prohibition in the United States'}",100.0,New York City,Prohibition in the United States,100.0,New York City,Prohibition in the United States,33.33333333333333,saloons or taverns,Prohibition in the United States,100.0,New York City,Prohibition in the United States,100.0,saloons or taverns,Prohibition in the United States,66.66666666666667
794,where does the edinburgh fringe festival take place,"['in Edinburgh , Scotland']",Edinburgh Festival Fringe,,None,0.0,Scotland's capital,Edinburgh Festival Fringe,100.0,Scotland's capital,Edinburgh Festival Fringe,50.0,"Edinburgh, Scotland",Edinburgh Festival Fringe,100.0,"Edinburgh, Scotland",Edinburgh Festival Fringe,100.0,"Edinburgh, Scotland",Edinburgh Festival Fringe,100.0
795,who won the wwe championship elimination chamber 2018,['Roman Reigns'],Elimination Chamber (2018),,None,-1.0,None,None,-1.0,None,None,28.57142857142857,Roman Reigns and Intercontinental Champion The Miz,Elimination Chamber (2018),100.0,Roman Reigns,Elimination Chamber (2018),100.0,Roman Reigns,Elimination Chamber (2018),101.0
796,where does safe haven take place in the book,"['Southport , North Carolina']",Safe Haven (novel),,None,0.0,2242 libraries,Safe Haven (novel),100.0,2242 libraries,Safe Haven (novel),100.0,2242 libraries,Safe Haven (novel),66.66666666666666,"Southport, North Carolina",Safe Haven (novel),100.0,2242 libraries,Safe Haven (novel),100.0
797,who came up with the term baby boomer,['The Washington Post'],Baby boomers,,None,0.0,Steve Gillon,Baby boomers,100.0,Steve Gillon,Baby boomers,100.0,Steve Gillon,Baby boomers,0.0,Philip Longman,Baby boomers,0.0,Ronald Inglehart,Baby boomers,100.0
798,who was elected president of the united states in 1928,"['Herbert Hoover', 'Republican Secretary of Commerce Herbert Hoover']","United States presidential election, 1928","Herbert Hoover, Herbert Hoover, Hoover","{'Herbert Hoover': 'United States presidential election, 1928', 'Hoover': 'United States presidential election, 1928'}",23.076923076923077,"Herbert Hoover was nominated as the Republican candidate, as incumbent President Calvin Coolidge","United States presidential election, 1928",100.0,Calvin Coolidge,"United States presidential election, 1928",100.0,Herbert Hoover,"United States presidential election, 1928",-1.0,None,None,-1.0,None,None,101.0
799,dogs name in the grinch who stole christmas,['Max'],How the Grinch Stole Christmas!,"Max, he makes plans to descend on the town and, by means of burglary, deprive them of their Christmas presents and decorations and thus ""prevent Christmas from coming"". However, he learns in the end that despite his success in stealing all the Christmas presents and decorations from the Whos","{'Max': 'How the Grinch Stole Christmas!', 'he makes plans to descend on the town and, by means of burglary, deprive them of their Christmas presents and decorations and thus ""prevent Christmas from coming"". However, he learns in the end that despite his success in stealing all the Christmas presents and decorations from the Whos': 'How the Grinch Stole Christmas!'}",100.0,Max,How the Grinch Stole Christmas!,100.0,Max,How the Grinch Stole Christmas!,100.0,Max,How the Grinch Stole Christmas!,100.0,Max,How the Grinch Stole Christmas!,100.0,Max,How the Grinch Stole Christmas!,0.0
800,who played anne in anne with an e,['Amybeth McNulty'],Anne (TV series),,None,-1.0,None,None,-1.0,None,None,100.0,Amybeth McNulty,Anne (TV series),-1.0,None,None,-1.0,None,None,101.0
801,who sings the song one thing leads to another,['new wave rock band The Fixx'],One Thing Leads to Another,The Fixx,{'The Fixx': 'One Thing Leads to Another'},100.0,The Fixx,One Thing Leads to Another,33.33333333333333,the band members,One Thing Leads to Another,100.0,The Fixx,One Thing Leads to Another,100.0,the band members,One Thing Leads to Another,100.0,the Fixx,One Thing Leads to Another,66.66666666666667
802,what was going on in the world in 1900,['U.S. population exceeds 75 million'],Timeline of United States history (1900–29),,None,-1.0,None,None,0.0,1900s.,Timeline of United States history (1900–29),-1.0,None,None,-1.0,None,None,-1.0,None,None,1.0
803,what does it mean if a car is a fleet vehicle,"['owned or leased by a business , government agency or other organization rather than by an individual or family', 'groups of motor vehicles owned or leased by a business , government agency or other organization rather than by an individual or family']",Fleet vehicle,"cheaper, a single owner, under constant risk","{'cheaper': 'Fleet vehicle', 'a single owner': 'Fleet vehicle', 'under constant risk': 'Fleet vehicle'}",84.08528612504581,"owned or leased by a business, government agency or other organisation rather than by an individual or family",Fleet vehicle,100.0,"owned or leased by a business, government agency or other organization rather than by an individual or family",Fleet vehicle,42.857142857142854,vehicles that are privately owned by employees,Fleet vehicle,-1.0,None,None,100.0,vehicles that are privately owned by employees,Fleet vehicle,101.0
804,theme of the song roar by katy perry,"['standing up for oneself', ""' pick yourself up and dust yourself off and keep going ' , female - empowerment song '' and `` kind of an epiphany song . ''""]",Roar (song),,None,83.33333333333334,standing up for oneself and self-empowerment,Roar (song),100.0,standing up for oneself and self-empowerment,Roar (song),100.0,standing up for oneself and self-empowerment,Roar (song),100.0,standing up for oneself and self-empowerment,Roar (song),100.0,standing up for oneself and self-empowerment,Roar (song),16.666666666666657
