,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
284,who won the ladies ice skating in the olympics,['Alina Zagitova'],List of Olympic medalists in figure skating,0.0,This is the complete list of Olympic medalists in figure skating from 1908 to 2006.,List of Olympic medalists in figure skating,0.0,Gillis Grafström (Sweden) and Evgeni Plushenko (Russia) who have each won four medals.,List of Olympic medalists in figure skating,0.0,"Sonja Henie (Norway) and Irina Rodnina (Soviet Union),",List of Olympic medalists in figure skating,0.0,"Sonja Henie (Norway) and Irina Rodnina (Soviet Union),",List of Olympic medalists in figure skating,0.0,Sonja Henie,List of Olympic medalists in figure skating,0.0,Sonja Henie,List of Olympic medalists in figure skating,0.0
285,when was the dome of the rock completed,"['in 691 CE', '691 CE']",Dome of the Rock,0.0,during a mountain-building event,Granite dome,100.0,691 CE,Dome of the Rock,100.0,691 CE,Dome of the Rock,100.0,691 CE,Dome of the Rock,50.0,691–92 CE,Dome of the Rock,50.0,691/2 CE,Dome of the Rock,100.0
286,abbreviated name of the highest peak in tasmania,['Mount Ossa'],List of highest mountains of Tasmania,0.0,1614 metres (5500 feet).,Highest Mountains of Tasmania,50.0,Mount Geryon,List of highest mountains of Tasmania,50.0,Mount Geryon,List of highest mountains of Tasmania,0.0,Mt Wellington,List of highest mountains of Tasmania,0.0,Mt Wellington,List of highest mountains of Tasmania,0.0,"the highest point at . Tasmania has ten peaks over the height of . With thirty peaks higher than , it is one of the most mountainous islands in the world, and Tasmania is Australia's most mountainous state.
The majority of the mountain peaks of Tasmania are located in the Western half of the state, starting at the coast in the South West and extending inland to the north, or in the Central Highlands.
Tasmania's mountains were part of an ancient range of volcanic peaks from the period of Gondwana, and are the source of a large portion of Tasmania's wealth in the form of mining. Although the eastern half of the state is generally lower and flatter, there are still sizeable peaks located there, such as kunanyi / Mt Wellington",List of highest mountains of Tasmania,50.0
287,who's opening for foo fighters at fenway,['N / A'],Concrete and Gold Tour,0.0,My Chemical Romance,Lost Highway Tour,0.0,"Eli Young Band, Parmalee, Thomas Rhett, Frankie Ballard and The Cadillac Three",Days of Gold Tour,0.0,"Eli Young Band, Parmalee, Thomas Rhett, Frankie Ballard and The Cadillac Three",Days of Gold Tour,0.0,"This set list is representative of the show on October 20, 2017",Concrete and Gold Tour,0.0,"The Colour and the Shape
There Is Nothing Left to Lose",Concrete and Gold Tour,0.0,"The Colour and the Shape
There Is Nothing Left to Lose
One by One",Concrete and Gold Tour,0.0
288,who wrote yakkity yak don't talk back,"['Jerry Leiber', 'Jerry Leiber and Mike Stoller']",Yakety Yak,0.0,Mark Garvas,Mark Garvas,0.0,History.,"Yaya, Russia",0.0,History.,"Yaya, Russia",0.0,History.,"Yaya, Russia",0.0,The Coasters,Yakkity Yak,0.0,Mark Gravas,Yakkity Yak,0.0
289,who explored waters of cuba the bahamas and hispaniola,['Christopher Columbus'],History of the Bahamas,0.0,The Eleutherian Adventurers,History of the Bahamas,36.787944117144235,Columbus,History of the Bahamas,36.787944117144235,Columbus,History of the Bahamas,36.787944117144235,Columbus,History of the Bahamas,36.787944117144235,Columbus,History of the Bahamas,0.0,Richard Steele and Joseph Addison,History of the Bahamas,36.787944117144235
290,when does jenny come back to gossip girl,"[""in the five - year time jump for her brother 's wedding to Serena van der Woodsen"", 'the final episode of the series']",Jenny Humphrey,22.22222222222222,Bertie was packed off back to London in disgrace,Daphne Winkworth,16.666666666666668,a daughter born in August 1993,Anne Milton,16.666666666666668,a daughter born in August 1993,Anne Milton,13.043478260869565,"15 June 1992, she moved from a Short Service Commission to a Permanent Commission, and therefore extended her service time to retirement age",Susan Gray,23.485326570336895,when Gussie is unable to come after being arrested for swimming in the Trafalgar Square fountain,Daphne Winkworth,23.485326570336895,when Gussie is unable to come after being arrested for swimming in the Trafalgar Square fountain,Daphne Winkworth,10.44184830946733
291,who played mrs. trumbull on i love lucy,['Mary Elizabeth Patterson'],Elizabeth Patterson (actress),0.0,Matlock,Brynn Thayer,0.0,Sally-Jane Spencer,Sally-Jane Spencer,0.0,Sally-Jane Spencer,Sally-Jane Spencer,0.0,Cate Blanchett,Elizabeth (film),0.0,Benedict Cumberbatch,Keira Knightley,0.0,Cate Blanchett,Elizabeth (film),0.0
292,where did the butchers in the slaughterhouse cases live,['New Orleans'],Slaughter-House Cases,100.0,New Orleans,Slaughter-House Cases,0.0,A mile and a half upstream from the city,Slaughter-House Cases,0.0,A mile and a half upstream from the city,Slaughter-House Cases,0.0,A mile and a half upstream from the city,Slaughter-House Cases,100.0,New Orleans,Slaughter-House Cases,100.0,New Orleans,Slaughter-House Cases,100.0
293,explain the function of the peripheral nervous system,"['to connect the CNS to the limbs and organs , essentially serving as a relay between the brain and spinal cord and the rest of the body']",Peripheral nervous system,10.961011443164075,They control the functions of the rest of the body,Peripheral nervous system,19.100319790679336,to connect the central nervous system (CNS) to the limbs and organs,Peripheral nervous system,19.100319790679336,to connect the central nervous system (CNS) to the limbs and organs,Peripheral nervous system,13.53352832366127,to connect the CNS to the limbs and organs,Peripheral nervous system,24.181520464715163,The connection between CNS and organs allows the system to be in two different functional states: sympathetic and parasympathetic,Peripheral nervous system,13.53352832366127,to connect the CNS to the limbs and organs,Peripheral nervous system,13.220509021551088
294,yo la tengo theres a riot going on release date,"['March 16 , 2018']",There's a Riot Going On,0.0,Several riots have occurred in New York City's Tompkins Square,Tompkins Square Riots,0.0,Several riots have occurred in New York City's Tompkins Square Park,Tompkins Square Riots,0.0,Several riots have occurred in New York City's Tompkins Square Park,Tompkins Square Riots,0.0,July 24 1919,"1919 Washington, D.C. riots",0.0,Several riots have occurred in New York City's Tompkins Square Park,Tompkins Square Riots,0.0,Several riots have occurred in New York City's Tompkins Square Park,Tompkins Square Riots,0.0
295,what is the order of the netflix marvel shows,"[""Marvel 's Daredevil""]",List of Marvel Cinematic Universe television series,6.25,Below is a list of television series and accompanying television movies based on Marvel Comics properties,List of television series based on Marvel Comics,0.0,"one series, with six more in development",List of Marvel Cinematic Universe television series,0.0,"A second season was ordered on January 17, 2016",List of Marvel Cinematic Universe television series,0.0,they all take far too long to get going,List of Marvel Cinematic Universe television series,10.000000000000002,At least nine series are in development from Marvel Studios,List of Marvel Cinematic Universe television series,0.0,At least 12 more series,List of Marvel Cinematic Universe television series,10.000000000000002
296,where do you get male pattern baldness from,"['combination of genetics and the male hormone dihydrotestosterone', 'a combination of genetics and the male hormone dihydrotestosterone']",Pattern hair loss,15.0,"Alopecia universalis or alopecia areata universalis is a medical condition involving rapid loss of all hair, including eyebrows and eyelashes",Alopecia universalis,14.285714285714285,"Hamilton–Norwood scale tracks the progress of a receding hairline and/or a thinning crown, through to a horseshoe-shaped ring of hair around the head and on to total baldness",Hair loss,35.826565528689464,front of the head and temples,Male-pattern hair loss,35.826565528689464,front of the head and temples,Pattern hair loss,0.0,stress due to sleep deprivation in fit males is unlikely to elevate DHT,Pattern hair loss,35.826565528689464,front of the head and temples,Pattern hair loss,35.826565528689464
297,a type of basic rock popular in the 1980s,['alternative rock'],Rock music,50.0,Instrumental rock,Rock music,50.0,Gothic rock,Rock music,33.33333333333333,British trad rock,Rock music,50.0,Gothic rock,Rock music,50.0,Indie rock,Rock music,0.0,Rock music,Rock music (disambiguation),50.0
298,who represents the insured in the investigation of a claim,"['Claims adjuster', 'Public adjusters']",Claims adjuster,50.0,An adjuster,Claims adjuster,100.0,Claims adjusters,Claims adjuster,100.0,Claims adjusters,Claims adjuster,100.0,Claims adjuster,Claims adjuster,50.0,claims adjuster,Claims adjuster,50.0,Property adjusters,Claims adjuster,50.0
299,where did the rulers of the qing dynasty originate,"['Jurchen Aisin Gioro clan in Manchuria', 'Manchuria']",Qing dynasty,5.000000000000001,"The Qing Dynasty was founded as the ""Later Jin Dynasty"" in 1616 by Nurhaci, a Manchu of the Aisin-Gioro Clan",List of Emperors of the Qing Dynasty,0.0,China,Qing (disambiguation),0.0,China,Qing (disambiguation),0.0,China,Qing (disambiguation),0.0,China,Qing (disambiguation),0.0,China,Qing (disambiguation),5.000000000000001
300,what word is used to describe knowledge about the universe and method of obtaining that knowledge,"['epistemology', 'Empiricism']",Empiricism,0.0,Empiric,Empiric,0.0,Empiric,Empiric,0.0,Empiric,Empiric,0.0,Empiric,Empiric,0.0,Empiric,Empiric,0.0,Empiric,Empiric,0.0
301,who is considered the father of modern cosmology,['Edwin Hubble'],List of people considered father or mother of a scientific field,0.0,"father, mother, or considered the founders of something, listed by category. In some fields the title of being the ""father"" is debatable.
Alphabetic list",People known as the father or mother of something,0.0,father or mother,List of people considered father or mother of a scientific field,0.0,"Democritus, the seminal atomist",List of people considered father or mother of a scientific field,0.0,"Democritus, the atomist",List of people considered father or mother of a scientific field,0.0,"people who are considered a ""father"" or ""mother"" (or ""founding father"" or ""founding mother"") of a scientific field. Such people are generally regarded to have made the first significant contributions to and/or delineation of that field; they may also be seen as """"a"" rather than ""the"""" father or mother",List of people considered father or mother of a scientific field,0.0,"people who are considered a ""father"" or ""mother"" (or ""founding father"" or ""founding mother"") of a scientific field. Such people are generally regarded to have made the first significant contributions to and/or delineation of that field; they may also be seen as """"a"" rather than ""the"""" father or mother",List of people considered father or mother of a scientific field,0.0
302,which state is located in the centre of india,['Chhattisgarh'],Central India,0.0,Madhya Pradesh,Central Indian Forests,0.0,Jharkhand,Kolhan division,0.0,Madhya Pradesh and Rajasthan states,Central Indian campaign of 1858,25.0,Madhya Pradesh and Chhattisgarh,Central India,25.0,Chhattisgarh and Madhya Pradesh,Central India,25.0,Chhattisgarh and Madhya Pradesh,Central India,25.0
303,when was the last time an american won the new york marathon,"['2017', '2009']",List of winners of the New York City Marathon,0.0,2006,New York City Marathon,0.0,1976,List of winners of the New York City Marathon,0.0,1976,List of winners of the New York City Marathon,0.0,1976,List of winners of the New York City Marathon,0.0,2013,List of winners of the New York City Marathon,0.0,2013,List of winners of the New York City Marathon,0.0
304,what is the name of the weapon the grim reaper carries,['scythe'],Scythe,100.0,scythe,Scythe,100.0,scythe,Scythe,100.0,scythe,Scythe,0.0,The Scythe,The Scythe (short story),0.0,The Scythe,The Scythe (short story),0.0,The Scythe,The Scythe (short story),100.0
305,who was the top scorer in 2014 world cup,['James Rodríguez'],2014 FIFA World Cup statistics,0.0,.,Full FIFA World rankings,0.0,Goalscorers,2014 FIFA World Cup statistics,0.0,Goalscorers,2014 FIFA World Cup statistics,0.0,Goalscorers,2014 FIFA World Cup statistics,4.255319148936169,"James Rodríguez was awarded the Golden Boot for scoring six goals, the first time that a Colombian player received the award. 
Source: FIFA
Assists.
Juan Cuadrado and Toni Kroos topped the assists table with four assists during the tournament.
Match awards.
Clean sheets.
The winner of the Golden Glove was Manuel Neuer",2014 FIFA World Cup statistics,100.0,James Rodríguez,2014 FIFA World Cup statistics,100.0
