,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
775,where does the saskatchewan river start and end,"['from the Canadian Rockies continental divide east to central Saskatchewan', 'Saskatchewan Glacier , Alberta', 'central Saskatchewan']",North Saskatchewan River,33.33333333333333,Saskatchewan River Forks,North Saskatchewan River,33.33333333333333,Saskatchewan River Forks,North Saskatchewan River,42.857142857142854,Prince Albert to the Saskatchewan River Forks,North Saskatchewan River,33.33333333333333,Saskatchewan River Forks,North Saskatchewan River,33.33333333333333,Saskatchewan River Forks,North Saskatchewan River,33.33333333333333,Saskatchewan River Forks,North Saskatchewan River,9.523809523809526
776,where was don't you worry child filmed,"[""on location at the group 's final British performance on 14 July 2012 at the National Bowl in Milton Keynes"", ""at the group 's final British performance on 14 July 2012 at the National Bowl in Milton Keynes""]",Don't You Worry Child,-1.0,None,None,7.427357821433388,National Bowl in Milton Keynes,Don't You Worry Child,7.427357821433388,National Bowl in Milton Keynes,Don't You Worry Child,7.427357821433388,National Bowl in Milton Keynes,Don't You Worry Child,7.427357821433388,National Bowl in Milton Keynes,Don't You Worry Child,7.427357821433388,National Bowl in Milton Keynes,Don't You Worry Child,8.427357821433388
777,where are the spanish steps located in italy,"['a steep slope between the Piazza di Spagna at the base and Piazza Trinità dei Monti , dominated by the Trinità dei Monti church at the top', 'Rome']",Spanish Steps,100.0,Rome,Spanish Steps,100.0,Rome,Spanish Steps,100.0,Rome,Spanish Steps,100.0,Rome,Spanish Steps,100.0,Rome,Spanish Steps,100.0,Rome,Spanish Steps,0.0
778,what does the m number mean on a pint glass,"['the manufacturing company or site', 'imperial fluid ounces']",Pint glass,12.500000000000004,the authority certifying the capacity of the glass,Pint glass,0.0,473 mL,Pint glass,100.0,manufacturing company or site,Pint glass,100.0,manufacturing company or site,Pint glass,100.0,manufacturing company or site,Pint glass,100.0,manufacturing company or site,Pint glass,100.0
779,other than water what else has hydrogen bonds,['inorganic molecules such as water'],Hydrogen bond,0.0,group 16 hydrides,Hydrogen bond,22.313016014842983,inorganic molecules,Hydrogen bond,22.313016014842983,inorganic molecules,Hydrogen bond,0.0,Liquids,Hydrogen bond,22.313016014842983,inorganic molecules,Hydrogen bond,22.313016014842983,inorganic molecules,Hydrogen bond,22.313016014842983
780,when boy meets girl waiting for a star to fall,['1988'],Waiting for a Star to Fall,0.0,Boy Meets Girl,Waiting for a Star to Fall,100.0,1988,Waiting for a Star to Fall,20.0,Boy Meets Girl in 1988,Waiting for a Star to Fall,100.0,1988,Waiting for a Star to Fall,20.0,Boy Meets Girl in 1988,Waiting for a Star to Fall,0.0,"1988, written by the duo's two members, Shannon Rubicam and George Merrill. They wrote the song after witnessing a falling star at a Whitney Houston",Waiting for a Star to Fall,100.0
781,trick taking card game name derived from spanish for man,['Skat'],Skat (card game),0.0,jacks,Skat (card game),100.0,Skat,Skat (card game),100.0,Skat,Skat (card game),100.0,Skat,Skat (card game),100.0,Skat,Skat (card game),100.0,Skat,Skat (card game),100.0
782,what percentage of the population is naturally blonde,"['2 %', ""the world 's population ranging from 2 % naturally blond to 16 % in the US"", ""claims of the world 's population ranging from 2 % naturally blond to 16 % in the US"", 'from 2 % naturally blond to 16 % in the US']",Human hair color,17.182231969774307,Natural blondes have the thinnest strand of hair,Human hair color,33.33333333333333,B to E,Human hair color,0.0,2%,Human hair color,16.666666666666668,A low concentration of brown eumelanin,Human hair color,18.096748360719193,"nearly white (platinum blond, tow-haired) to a dark golden blond",Human hair color,33.33333333333333,F to L,Human hair color,33.33333333333333
783,what is the definition of an alpine lake,"['lakes or reservoirs at high altitudes , usually starting around 5,000 feet ( 1524 metres ) in elevation above sea level or above the tree line']",Alpine lake,-1.0,None,None,-1.0,None,None,-1.0,None,None,3.567399334725241,lakes or reservoirs at high altitudes,Alpine lake,-1.0,None,None,0.40867714384640663,lakes at high altitudes,Alpine lake,4.567399334725241
784,the christian church used which holiday to take attention away from samhain,['All Saints ( or All Hallows )'],Samhain,8.786571270524224,All Hallows' Day,Samhain,8.786571270524224,All Saints' Day,Samhain,14.108028748176901,All Saints' Day to 1 November,Samhain,8.786571270524224,All Saints' Day,Samhain,14.108028748176901,All Saints' Day to 1 November,Samhain,14.108028748176901,All Saints' Day to 1 November,Samhain,5.321457477652677
785,when was the last time miss texas won miss america,['1975'],List of Miss America titleholders,-1.0,None,None,0.0,Miss America title.,List of Miss America titleholders,0.0,1921,List of Miss America titleholders,0.0,There have been no Miss America winners,List of Miss America titleholders,-1.0,None,None,0.0,There have been no Miss America winners,List of Miss America titleholders,1.0
786,who sang first line of we are the world,['Lionel Richie'],We Are the World,40.0,Michael Jackson and Lionel Richie,We Are the World,0.0,Darryl Phinnessee,We Are the World,0.0,Darryl Phinnessee,We Are the World,0.0,Darryl Phinnessee,We Are the World,33.33333333333333,Richie and Jackson,We Are the World,0.0,Darryl Phinnessee,We Are the World,40.0
787,who formed and first came to the colony of maryland,['the English'],History of Maryland,100.0,the English,History of Maryland,100.0,the English,History of Maryland,100.0,the English,History of Maryland,100.0,the English,History of Maryland,0.0,Leonard Calvert,History of Maryland,0.0,"Enoch Pratt, George Peabody, and Henry Walters",History of Maryland,100.0
788,who has played in the most masters tournaments,['Gary Player'],Masters Tournament,-1.0,None,None,22.22222222222222,"Jack Nicklaus, Arnold Palmer, Gary Player and Tiger Woods",Masters Tournament,22.22222222222222,"Jack Nicklaus, Arnold Palmer, Gary Player and Tiger Woods",Masters Tournament,0.0,Jack Nicklaus,Masters Tournament,22.22222222222222,"Jack Nicklaus, Arnold Palmer, Gary Player and Tiger Woods",Masters Tournament,0.0,Jack Nicklaus,Masters Tournament,23.22222222222222
789,how much venom can a king cobra produce,"['up to 7 ml', '200 to 500 mg', '420 mg']",King cobra,-1.0,None,None,37.5,200 to 500 mg or even up to 7 ml,King cobra,66.66666666666666,up to .,King cobra,0.0,longest,King cobra,66.66666666666666,up to 420 mg,King cobra,66.66666666666666,up to 420 mg,King cobra,67.66666666666666
790,rhett butler's daughter in gone with the wind,"[""Eleanore Cammack `` Cammie '' King""]",Cammie King,0.0,"Bonnie ""Blue"" Butler in the film ""Gone with the Wind"" (1939). She then voiced the young doe Faline",Cammie King,0.0,Bonnie Blue Butler,Cammie King,0.6737946999085467,King,Cammie King,0.0,Bonnie Blue Butler,Cammie King,45.48979947844751,"Eleanore Cammack ""Cammie"" King",Cammie King,0.0,Bonnie Blue Butler,Cammie King,45.48979947844751
791,last team to win fa cup outside top flight,"['Arsenal', 'West Ham United ( 1980 )', 'West Ham United']",FA Cup,100.0,West Ham United,FA Cup,100.0,West Ham United,FA Cup,0.0,Cardiff City,FA Cup,0.0,Cardiff City,FA Cup,0.0,Tottenham Hotspur,FA Cup,0.0,Portsmouth,FA Cup,100.0
792,whats the most liked picture on instagram 2018,"[""the name announcement of Kylie Jenner 's first child""]",List of most-liked Instagram pictures,-1.0,None,None,-1.0,None,None,-1.0,None,None,77.2184789761521,the name announcement of Kylie Jenner's first child,List of most-liked Instagram pictures,-1.0,None,None,-1.0,None,None,78.2184789761521
793,where did you go to drink during prohibition,['Speakeasies'],Prohibition in the United States,0.0,saloons,Prohibition in the United States,0.0,townships or counties,Prohibition in the United States,0.0,New York City,Prohibition in the United States,0.0,saloons or taverns,Prohibition in the United States,0.0,New York City,Prohibition in the United States,0.0,saloons or taverns,Prohibition in the United States,0.0
794,where does the edinburgh fringe festival take place,"['in Edinburgh , Scotland']",Edinburgh Festival Fringe,-1.0,None,None,0.0,Scotland's capital,Edinburgh Festival Fringe,0.0,The Meadows,Edinburgh Festival Fringe,18.393972058572118,"Edinburgh, Scotland",Edinburgh Festival Fringe,18.393972058572118,"Edinburgh, Scotland",Edinburgh Festival Fringe,18.393972058572118,"Edinburgh, Scotland",Edinburgh Festival Fringe,19.393972058572118
795,who won the wwe championship elimination chamber 2018,['Roman Reigns'],Elimination Chamber (2018),-1.0,None,None,-1.0,None,None,-1.0,None,None,28.57142857142857,Roman Reigns and Intercontinental Champion The Miz,Elimination Chamber (2018),100.0,Roman Reigns,Elimination Chamber (2018),100.0,Roman Reigns,Elimination Chamber (2018),101.0
796,where does safe haven take place in the book,"['Southport , North Carolina']",Safe Haven (novel),-1.0,None,None,0.0,2242 libraries,Safe Haven (novel),0.0,ashes of the burnt home,Safe Haven (novel),0.0,Katie's house,Safe Haven (novel),47.76875403825262,"Southport, North Carolina",Safe Haven (novel),0.0,Katie's house,Safe Haven (novel),48.76875403825262
797,who came up with the term baby boomer,['The Washington Post'],Baby boomers,-1.0,None,None,0.0,Steve Gillon,Baby boomers,0.0,Sylvia F. Porter,Baby boomers,0.0,Steve Gillon,Baby boomers,0.0,Philip Longman,Baby boomers,0.0,Ronald Inglehart,Baby boomers,1.0
798,who was elected president of the united states in 1928,"['Herbert Hoover', 'Republican Secretary of Commerce Herbert Hoover']","United States presidential election, 1928",100.0,Herbert Hoover,"United States presidential election, 1928",23.076923076923077,"Herbert Hoover was nominated as the Republican candidate, as incumbent President Calvin Coolidge","United States presidential election, 1928",36.787944117144235,Hoover,"United States presidential election, 1928",100.0,Herbert Hoover,"United States presidential election, 1928",-1.0,None,None,-1.0,None,None,101.0
799,dogs name in the grinch who stole christmas,['Max'],How the Grinch Stole Christmas!,100.0,Max,How the Grinch Stole Christmas!,100.0,Max,How the Grinch Stole Christmas!,100.0,Max,How the Grinch Stole Christmas!,100.0,Max,How the Grinch Stole Christmas!,100.0,Max,How the Grinch Stole Christmas!,100.0,Max,How the Grinch Stole Christmas!,0.0
800,who played anne in anne with an e,['Amybeth McNulty'],Anne (TV series),-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Amybeth McNulty,Anne (TV series),-1.0,None,None,-1.0,None,None,101.0
801,who sings the song one thing leads to another,['new wave rock band The Fixx'],One Thing Leads to Another,13.53352832366127,The Fixx,One Thing Leads to Another,13.53352832366127,The Fixx,One Thing Leads to Another,12.262648039048077,the band members,One Thing Leads to Another,13.53352832366127,The Fixx,One Thing Leads to Another,13.53352832366127,The Fixx,One Thing Leads to Another,6.766764161830635,the Fixx,One Thing Leads to Another,6.766764161830635
802,what was going on in the world in 1900,['U.S. population exceeds 75 million'],Timeline of United States history (1900–29),-1.0,None,None,-1.0,None,None,0.0,1900s.,Timeline of United States history (1900–29),-1.0,None,None,-1.0,None,None,-1.0,None,None,1.0
803,what does it mean if a car is a fleet vehicle,"['owned or leased by a business , government agency or other organization rather than by an individual or family', 'groups of motor vehicles owned or leased by a business , government agency or other organization rather than by an individual or family']",Fleet vehicle,0.16093166646104803,a single owner,Fleet vehicle,84.08528612504581,"owned or leased by a business, government agency or other organisation rather than by an individual or family",Fleet vehicle,89.34061650786117,"owned or leased by a business, government agency or other organization rather than by an individual or family",Fleet vehicle,7.718241949197957,vehicles that are privately owned by employees,Fleet vehicle,-1.0,None,None,7.718241949197957,vehicles that are privately owned by employees,Fleet vehicle,90.34061650786117
804,theme of the song roar by katy perry,"['standing up for oneself', ""' pick yourself up and dust yourself off and keep going ' , female - empowerment song '' and `` kind of an epiphany song . ''""]",Roar (song),-1.0,None,None,83.33333333333334,standing up for oneself and self-empowerment,Roar (song),83.33333333333334,standing up for oneself and self-empowerment,Roar (song),83.33333333333334,standing up for oneself and self-empowerment,Roar (song),83.33333333333334,standing up for oneself and self-empowerment,Roar (song),83.33333333333334,standing up for oneself and self-empowerment,Roar (song),84.33333333333334
