,Question,GT Answer,GT Topic,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
425,where is the villa in call me by your name,"['an uninhabited 17th - century mansion in Moscazzano', 'Moscazzano']",Call Me by Your Name (film),,None,-1.0,None,None,-1.0,None,None,100.0,Moscazzano,Call Me by Your Name (film),100.0,Moscazzano,Call Me by Your Name (film),100.0,Moscazzano,Call Me by Your Name (film),101.0
426,who is the actress who plays baker on blue bloods,"['Abigail Hawk ( born Abigail Diane Gustafson )', 'Abigail Hawk']",Abigail Hawk,,None,-1.0,None,None,-1.0,None,None,100.0,Abigail Hawk,Abigail Hawk,100.0,Abigail Hawk,Abigail Hawk,100.0,Abigail Hawk,Abigail Hawk,101.0
427,what is the purse for the senior open,"[""$2 million in 2011 , with a winner 's share of $315,600"", '$2 million in 2011', ""fixed in United States dollars , was $2 million in 2011 , with a winner 's share of $315,600""]",Senior Open Championship,,None,36.787944117144235,$2 million,Senior Open Championship,100.0,$2 million,Senior Open Championship,100.0,$2 million,Senior Open Championship,100.0,$2 million,Senior Open Championship,100.0,$2 million,Senior Open Championship,63.212055882855765
428,who plays mr wilson in dennis the menace,['Joseph Sherrard Kearns'],Joseph Kearns,"Joseph Kearns, Gale Gordon, Joseph Kearns","{'Joseph Kearns': 'Joseph Kearns', 'Gale Gordon': 'Joseph Kearns'}",100.0,Joseph Sherrard Kearns,Joseph Kearns,100.0,Joseph Sherrard Kearns,Joseph Kearns,100.0,Joseph Sherrard Kearns,Joseph Kearns,100.0,Gale Gordon,Joseph Kearns,100.0,Gale Gordon,Joseph Kearns,0.0
429,distance from one side of a bridge to the other crossword,['span'],List of longest suspension bridge spans,"&lt;onlyinclude&gt;
This list of suspension bridges ranks the world's suspension bridges by the length of main span (distance between the suspension towers","{""&lt;onlyinclude&gt;\nThis list of suspension bridges ranks the world's suspension bridges by the length of main span (distance between the suspension towers"": 'List of longest suspension bridge spans'}",66.66666666666666,Completed suspension bridges,List of longest suspension bridge spans,20.454545454545457,"Cable-stayed bridges, the next longest design, are practical for spans up to just over 1 kilometre. Therefore, the 17 longest bridges on this list are all currently the 17 longest spans of all types of vehicular bridges (other than floating pontoon bridges).
Completed suspension bridges",List of longest suspension bridge spans,50.0,1 kilometre,List of longest suspension bridge spans,100.0,1 kilometre,List of longest suspension bridge spans,100.0,just over 1 kilometre,List of longest suspension bridge spans,79.54545454545455
430,how many champions league trophies does arsenal have,['13'],Arsenal F.C.,"thirteen, two, five","{'thirteen': 'Arsenal F.C.', 'two': 'Arsenal F.C.', 'five': 'Arsenal F.C.'}",100.0,13,Arsenal F.C.,100.0,13,Arsenal F.C.,100.0,13,Arsenal F.C.,100.0,13,Arsenal F.C.,100.0,13,Arsenal F.C.,0.0
431,the boiling point of water is 100 degrees celsius express this in si units,['100 ° C'],Celsius,"hotter, freezing point of water, forward” Celsius scale","{'hotter': 'Celsius', 'freezing point of water': 'Celsius', 'forward” Celsius scale': 'Celsius'}",100.0,freezing point of water,Celsius,100.0,freezing point of water,Celsius,100.0,freezing point of water,Celsius,100.0,hotter,Celsius,100.0,freezing point of water,Celsius,0.0
432,when is winter big brother going to start,"['February 7 , 2018', 'set to premiere on February 7 , 2018']",Celebrity Big Brother (U.S. TV series),,None,-1.0,None,None,-1.0,None,None,100.0,2018,Celebrity Big Brother (U.S. TV series),-1.0,None,None,-1.0,None,None,101.0
433,what does a yellow 35 mph sign mean,"['advisory speed signs are classified as warning signs , not regulatory signs', 'advisory speed limits']",Advisory speed limit,"to reduce, reduce speed along short stretches of dangerous road, the type of hazard ahead","{'to reduce': 'Advisory speed limit', 'reduce speed along short stretches of dangerous road': 'Advisory speed limit', 'the type of hazard ahead': 'Advisory speed limit'}",100.0,to reduce speed along short stretches of dangerous road,Advisory speed limit,100.0,reduce speed along short stretches of dangerous road,Advisory speed limit,100.0,reduce speed along short stretches of dangerous road,Advisory speed limit,25.0,no traffic signs posting a lower speed limit,Advisory speed limit,100.0,no traffic signs posting a lower speed limit,Advisory speed limit,75.0
434,what was the real name of saudi arabia,"['the Saudi Arab kingdom', 'al - Mamlakah al - ʻArabīyah as - Suʻūdīyah', 'Al - Mamlakah Al - ʿĀrabīyah As - Saʿūdīyah']",Saudi Arabia,"Egypt, King Saud University, Saudi monarchy","{'Egypt': 'Saudi Arabia', 'King Saud University': 'Saudi Arabia', 'Saudi monarchy': 'Saudi Arabia'}",25.0,Kingdom of Saudi Arabia,Saudi Arabia,100.0,Kingdom of Saudi Arabia,Saudi Arabia,100.0,Kingdom of Saudi Arabia,Saudi Arabia,100.0,Kingdom of Saudi Arabia,Saudi Arabia,100.0,Kingdom of Saudi Arabia,Saudi Arabia,75.0
435,how and why were serial novels a phenomenon in the nineteenth century,['the rise of literacy'],Serial (literature),"many writers earned a living by writing stories in serial form for popular magazines, the more chapters Dickens wrote, the longer the serial continued in the magazine and the more money he was paid, easy accessibility of the internet","{'many writers earned a living by writing stories in serial form for popular magazines': 'Serial (literature)', 'the more chapters Dickens wrote, the longer the serial continued in the magazine and the more money he was paid': 'Serial (literature)', 'easy accessibility of the internet': 'Serial (literature)'}",35.61388764008908,"the rise of literacy, technological advances in printing, and improved economics of distribution",Serial (literature),100.0,"the rise of literacy, technological advances in printing, and improved economics of distribution",Serial (literature),100.0,"the rise of literacy, technological advances in printing, and improved economics of distribution",Serial (literature),31.25,first published their work in serial form and then only later in a completed volume format,Serial (literature),30.0,Production in book form soon followed and serialization was one of the main reasons that nineteenth-century novels were so long,Serial (literature),70.0
436,who is pictured on the 5000 dollar bill,['James Madison'],List of people on United States banknotes,,None,0.0,53 individuals depicted on United States banknotes from 1861 to the present,List of people on United States banknotes,-1.0,None,None,0.0,Woodrow Wilson,List of people on United States banknotes,100.0,Woodrow Wilson,List of people on United States banknotes,100.0,Woodrow Wilson,List of people on United States banknotes,101.0
437,how many casinos are in atlantic city new jersey,"['eleven', 'seven']",Gambling in New Jersey,,None,100.0,eleven,Gambling in New Jersey,100.0,eleven,Gambling in New Jersey,100.0,eleven,Gambling in New Jersey,100.0,eleven,Gambling in New Jersey,100.0,eleven,Gambling in New Jersey,0.0
438,when was the letter j introduced to the alphabet,"['1524', 'in Middle High German']",J,"it was the last of the 26 letters to be added, 19th century, 1572","{'it was the last of the 26 letters to be added': 'J', '19th century': 'J', '1572': 'J'}",100.0,19th century,J,100.0,19th century,J,100.0,19th century,J,100.0,19th century,J,100.0,19th century,J,0.0
439,who are the two teams in super bowl 2018,"['The National Football Conference ( NFC ) champion Philadelphia Eagles', 'Philadelphia Eagles']",Super Bowl LII,,None,11.76470588235294,"Super Bowl LII, the 52nd Super Bowl and the 48th modern-era National Football League (NFL) championship game",Super Bowl LII,100.0,"Super Bowl LII, the 52nd Super Bowl and the 48th modern-era National Football League (NFL) championship game",Super Bowl LII,25.0,"Philadelphia, Minnesota, and Pittsburgh",Super Bowl LII,100.0,"Philadelphia, Minnesota, and Pittsburgh",Super Bowl LII,100.0,"Philadelphia, Minnesota, and Pittsburgh",Super Bowl LII,88.23529411764706
440,what happened to western rome after it fell,"['its vast territory was divided into several successor polities', 'divided into several successor polities']",Fall of the Western Roman Empire,,None,22.062422564614888,it disintegrated and split into numerous successor states,Fall of the Western Roman Empire,33.33333333333333,it failed to enforce its rule,Fall of the Western Roman Empire,100.0,it failed to enforce its rule,Fall of the Western Roman Empire,100.0,it failed to enforce its rule,Fall of the Western Roman Empire,76.47058823529412,"the Empire failed to enforce its rule, and its vast territory was divided into several successor polities",Fall of the Western Roman Empire,77.93757743538511
441,what are the 5 prohibitions of yom kippur,['No eating and drinking'],Yom Kippur,"all work is forbidden, work and affliction of the soul, no radio or television broadcasts on Yom Kippur, airports are shut down, there is no public transportation, and all shops and businesses are closed","{'all work is forbidden': 'Yom Kippur', 'work and affliction of the soul': 'Yom Kippur', 'no radio or television broadcasts on Yom Kippur, airports are shut down, there is no public transportation, and all shops and businesses are closed': 'Yom Kippur'}",83.33333333333334,work and affliction of the appetite,Yom Kippur,100.0,work and affliction of the appetite,Yom Kippur,100.0,work and affliction of the soul,Yom Kippur,100.0,work and affliction of the soul,Yom Kippur,100.0,work and affliction of the soul,Yom Kippur,16.666666666666657
442,where does the path train stop in newark,['Newark Penn Station'],PATH (rail system),,None,-1.0,None,None,0.0,Park Place,PATH (rail system),100.0,Newark Penn Station,PATH (rail system),33.33333333333333,Newark and Harrison,PATH (rail system),0.0,Newark–World Trade Center,PATH (rail system),101.0
443,who is the president of the republic of zambia,['Edgar Lungu'],List of Presidents of Zambia,presidents of Zambia,{'presidents of Zambia': 'List of Presidents of Zambia'},0.0,Kenneth Kaunda,List of Presidents of Zambia,100.0,Edgar Lungu,List of Presidents of Zambia,-1.0,None,None,-1.0,None,None,-1.0,None,None,101.0
444,what allows chyme to enter the small intestine,"['pyloric valve', 'the pyloric valve']",Chyme,"pyloric valve, very acidic","{'pyloric valve': 'Chyme', 'very acidic': 'Chyme'}",100.0,pyloric valve,Chyme,100.0,pyloric valve,Chyme,100.0,pyloric valve,Chyme,100.0,pyloric valve,Chyme,100.0,pyloric valve,Chyme,0.0
445,who has the most olympic medals in figure skating,"['Tessa Virtue', 'Canadian ice dancers Tessa Virtue and Scott Moir']",List of Olympic medalists in figure skating,1908 to 2006,{'1908 to 2006': 'List of Olympic medalists in figure skating'},11.942188509563156,Gillis Grafström (Sweden) and Evgeni Plushenko,List of Olympic medalists in figure skating,100.0,Gillis Grafström,List of Olympic medalists in figure skating,81.87307530779819,Tessa Virtue and Scott Moir,List of Olympic medalists in figure skating,100.0,Gillis Grafström,List of Olympic medalists in figure skating,100.0,Tessa Virtue and Scott Moir,List of Olympic medalists in figure skating,88.05781149043685
446,ray charles hit the road jack album name,['Ray Charles Greatest Hits'],Hit the Road Jack,Hit the Road Jack,{'Hit the Road Jack': 'Hit the Road Jack'},-1.0,None,None,100.0,Hit the Road Jack,Hit the Road Jack,100.0,Hit the Road Jack,Hit the Road Jack,100.0,Hit the Road Jack,Hit the Road Jack,100.0,Ray Charles,Hit the Road Jack,101.0
447,when did fender start making amps in mexico,['1996'],Fender amplifier,,None,-1.0,None,None,-1.0,None,None,100.0,1996,Fender amplifier,100.0,1996,Fender amplifier,100.0,1996,Fender amplifier,101.0
448,who plays the dad in malcom in the middle,['Bryan Cranston'],Malcolm in the Middle,"Frankie Muniz, Jane Kaczmarek and Cloris Leachman, Christopher Masterson","{'Frankie Muniz': 'Malcolm in the Middle', 'Jane Kaczmarek and Cloris Leachman': 'Malcolm in the Middle', 'Christopher Masterson': 'Malcolm in the Middle'}",100.0,Bryan Cranston,Malcolm in the Middle,100.0,Bryan Cranston,Malcolm in the Middle,100.0,Bryan Cranston,Malcolm in the Middle,100.0,Bryan Cranston,Malcolm in the Middle,100.0,Bryan Cranston,Malcolm in the Middle,0.0
449,where does the great outdoors movie take place,"['Wisconsin', 'in Pechoggin , Wisconsin', 'a lake resort in Pechoggin , Wisconsin', 'at a lake resort in Pechoggin , Wisconsin']",The Great Outdoors (film),,None,50.0,"Pechoggin, Wisconsin",The Great Outdoors (film),100.0,"Pechoggin, Wisconsin",The Great Outdoors (film),100.0,Wisconsin,The Great Outdoors (film),100.0,Wisconsin,The Great Outdoors (film),100.0,Wisconsin,The Great Outdoors (film),50.0
450,who played the nurse on andy griffith show,['Langdon'],Sue Ane Langdon,Sue Ane Langdon,{'Sue Ane Langdon': 'Sue Ane Langdon'},100.0,Langdon,Sue Ane Langdon,100.0,Langdon,Sue Ane Langdon,100.0,Sue Ane Langdon,Sue Ane Langdon,100.0,Langdon,Sue Ane Langdon,100.0,Langdon,Sue Ane Langdon,0.0
451,how long has tom brady been playing professional football,['18 - season career'],Tom Brady,"four seasons, 2000 and 2001 seasons, 1977","{'four seasons': 'Tom Brady', '2000 and 2001 seasons': 'Tom Brady', '1977': 'Tom Brady'}",50.0,fourteen seasons,Tom Brady,0.0,15th,Tom Brady,100.0,15th,Tom Brady,100.0,15th,Tom Brady,100.0,18 seasons,Tom Brady,100.0
452,glycogen and amylopectin are long chains of which simple sugar(s),['glucose'],Glycogen,"starch, UDP-glucose, glucose","{'starch': 'Glycogen', 'UDP-glucose': 'Glycogen', 'glucose': 'Glycogen'}",100.0,glucose,Glycogen,100.0,starch,Glycogen,100.0,starch,Glycogen,100.0,starch,Glycogen,100.0,starch,Glycogen,0.0
453,doric ionic and corinthian orders all refer to types of,"['styles of classical architecture , each distinguished by its proportions and characteristic profiles and details , and most readily recognizable by the type of column employed', 'architecture']",Classical order,"Roman version, American orders, Composite order","{'Roman version': 'Classical order', 'American orders': 'Classical order', 'Composite order': 'Classical order'}",42.857142857142854,"nonce orders all express the ""speaking architecture",Classical order,100.0,Composite,Classical order,100.0,"nonce orders all express the ""speaking architecture",Classical order,100.0,architecture,Classical order,100.0,architecture,Classical order,57.142857142857146
454,who laid the foundation of school of possibilism,"['Strabo', 'Marshall Sahlins']",Possibilism (geography),Marshall Sahlins,{'Marshall Sahlins': 'Possibilism (geography)'},-1.0,None,None,100.0,Marshall Sahlins,Possibilism (geography),100.0,Marshall Sahlins,Possibilism (geography),100.0,Marshall Sahlins,Possibilism (geography),100.0,Marshall Sahlins,Possibilism (geography),101.0
455,what was tom hanks character name in castaway,['Chuck Noland'],Cast Away,"Chuck Noland, Helen Hunt, Captain Caveman","{'Chuck Noland': 'Cast Away', 'Helen Hunt': 'Cast Away', 'Captain Caveman': 'Cast Away'}",100.0,Chuck Noland,Cast Away,100.0,Chuck Noland,Cast Away,36.787944117144235,Chuck,Cast Away,100.0,Chuck,Cast Away,0.0,Wilson,Cast Away,100.0
456,what goes on the bottom of shepherd's pie,"['mashed potato', 'minced meat']",Shepherd's pie,"minced (ground) meat covered with mashed potato and then a layer of cheese, cheese","{'minced (ground) meat covered with mashed potato and then a layer of cheese': ""Shepherd's pie"", 'cheese': ""Shepherd's pie""}",-1.0,None,None,-1.0,None,None,100.0,mashed potato,Shepherd's pie,100.0,mashed potato,Shepherd's pie,100.0,mashed potato,Shepherd's pie,101.0
457,who sang it going to take a miracle,['The Royalettes'],It's Gonna Take a Miracle,,None,0.0,LaBelle,It's Gonna Take a Miracle,100.0,LaBelle,It's Gonna Take a Miracle,0.0,Deniece Williams,It's Gonna Take a Miracle,-1.0,None,None,100.0,Deniece Williams,It's Gonna Take a Miracle,101.0
458,when was to god be the glory written,['around 1872'],To God Be the Glory,,None,100.0,around 1872,To God Be the Glory,0.0,1875,To God Be the Glory,100.0,1875,To God Be the Glory,100.0,1875,To God Be the Glory,100.0,1875,To God Be the Glory,100.0
