,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
342,who wrote papa got a brand new bag,['James Brown'],Papa's Got a Brand New Bag,100.0,James Brown,Papa's Got a Brand New Bag,100.0,James Brown,Papa's Got a Brand New Bag,100.0,James Brown,Papa's Got a Brand New Bag,100.0,James Brown,Papa's Got a Brand New Bag,100.0,James Brown,Papa's Got a Brand New Bag,100.0,James Brown,Papa's Got a Brand New Bag,0.0
343,who has the most rings in the nba right now 2017,"['Bill Russell', 'Ginóbili , Manu Manu Ginóbili ^', 'Boston Celtics center Bill Russell']",List of NBA players with most championships,-1.0,None,None,100.0,Bill Russell,List of NBA players with most championships,100.0,Bill Russell,List of NBA players with most championships,100.0,Bill Russell,List of NBA players with most championships,100.0,Bill Russell,List of NBA players with most championships,100.0,Bill Russell,List of NBA players with most championships,101.0
344,when was the cleveland browns last winning game,['2016'],List of Cleveland Browns seasons,-1.0,None,None,0.0,1949,List of Cleveland Browns seasons,0.0,1949,List of Cleveland Browns seasons,0.0,1949,List of Cleveland Browns seasons,0.0,1949,List of Cleveland Browns seasons,0.0,1949,List of Cleveland Browns seasons,1.0
345,when was the last time the boston red sox pitched a no-hitter,"['May 19 , 2008']",List of Boston Red Sox no-hitters,-1.0,None,None,47.76875403825262,"May 19, 2008",List of Boston Red Sox no-hitters,-1.0,None,None,47.76875403825262,"May 19, 2008",List of Boston Red Sox no-hitters,47.76875403825262,"May 19, 2008",List of Boston Red Sox no-hitters,47.76875403825262,"May 19, 2008",List of Boston Red Sox no-hitters,48.76875403825262
346,when did somewhere over the rainbow come out,['1939'],Over the Rainbow,0.0,blue birds,Over the Rainbow,0.0,23 May 2010,Over the Rainbow,100.0,1939,Over the Rainbow,0.0,23 May 2010,Over the Rainbow,0.0,"May 23, 2010",Over the Rainbow,0.0,July 2021,Over the Rainbow,100.0
347,when did hootie and the blowfish come out,"['1986', '2003', 'March 4 , 2003']",Hootie & the Blowfish,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
348,who won nfl football coach of the year,['Sean McVay'],National Football League Coach of the Year Award,0.0,Paul Brown,National Football League Coach of the Year Award,0.0,Paul Brown,National Football League Coach of the Year Award,0.0,Paul Brown,National Football League Coach of the Year Award,-1.0,None,None,-1.0,None,None,0.0,Paul Brown,National Football League Coach of the Year Award,1.0
349,when did rob dyrdek's fantasy factory end,"['( 2015 - 03 - 05 )', 'March 5 , 2015']",Rob Dyrdek's Fantasy Factory,-1.0,None,None,0.0,"June 2014, MTV announced that ""Fantasy Factory"" would return for a seventh season",Rob Dyrdek's Fantasy Factory,47.76875403825262,"March 5, 2015",Rob Dyrdek's Fantasy Factory,-1.0,None,None,47.76875403825262,"March 5, 2015",Rob Dyrdek's Fantasy Factory,47.76875403825262,"March 5, 2015",Rob Dyrdek's Fantasy Factory,48.76875403825262
350,who won the first celebrity big brother on channel 5,['Jack Dee'],List of Celebrity Big Brother (UK) housemates,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Brian Dowling,List of Celebrity Big Brother (UK) housemates,-1.0,None,None,-1.0,None,None,1.0
351,who was the chief guest of 2014 republic day,['Prime Minister Shinzo Abe'],Republic Day (India),0.0,another head of state,Republic Day (India),0.0,President of India,Republic Day (India),0.0,President of India,Republic Day (India),0.0,President of India,Republic Day (India),0.0,President of India,Republic Day (India),0.0,President of India,Republic Day (India),0.0
352,legends of tomorrow season 3 finale air date,"['April 9 , 2018']",List of Legends of Tomorrow episodes,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,"October 10, 2017",List of Legends of Tomorrow episodes,0.0,"January 7, 2020, the series was renewed for a sixth season, which is set to premiere in midseason 2021",List of Legends of Tomorrow episodes,0.0,"October 13, 2021",List of Legends of Tomorrow episodes,1.0
353,where is the orinoco river located on a map,"[""02 ° 19 ′ 05 '' N 63 ° 21 ′ 42 '' W \ufeff / \ufeff 2.31806 ° N 63.36167 ° W"", 'in South America']",Orinoco,0.0,Cerro Delgado-Chalbaud,Orinoco,16.666666666666668,Venezuela and the remainder in Colombia,Orinoco,16.666666666666668,Venezuela and the remainder in Colombia,Orinoco,16.666666666666668,Venezuela and the remainder in Colombia,Orinoco,0.0,Cerro Carlos Delgado Chalbaud,Orinoco,16.666666666666668,Venezuela and the remainder in Colombia,Orinoco,16.666666666666668
354,kings and queens of england in the 1900s,['Edward VII'],List of British monarchs,0.0,House of Hanover,List of British monarchs,0.0,Queen Anne,List of British monarchs,0.0,Queen Anne,List of British monarchs,0.0,plantations,List of British monarchs,0.0,Queen Anne,List of British monarchs,0.0,Queen Anne,List of British monarchs,0.0
355,who has the most followers in the world on instagram,"['Instagram', ""Instagram 's own account""]",List of most-followed Instagram accounts,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Selena Gomez,List of most-followed Instagram accounts,0.0,Cristiano Ronaldo,List of most-followed Instagram accounts,0.0,Cristiano Ronaldo,List of most-followed Instagram accounts,1.0
356,when does the 2017 college football season end,"['December 9 , 2017']",2017 NCAA Division I FBS football season,-1.0,None,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"December 9, 2017",2017 NCAA Division I FBS football season,47.76875403825262,"December 9, 2017",2017 NCAA Division I FBS football season,47.76875403825262,"December 9, 2017",2017 NCAA Division I FBS football season,48.76875403825262
357,when was the last time astros was in the world series,"['2005', '2017']",Houston Astros,33.33333333333333,"October 9, 2005",Houston Astros,100.0,2005,Houston Astros,100.0,2005,Houston Astros,100.0,2005,Houston Astros,100.0,2005,Houston Astros,0.0,1980,Houston Astros,100.0
358,who is the drummer for guns and roses,['Frank Ferrer'],List of Guns N' Roses members,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Rob Gardner,List of Guns N' Roses members,1.6949152542372878,"Bryan ""Brain"" Mantia as his replacement. Finck later returned, and Guns N' Roses played its first live show in the US in seven years on December 31, 2000.
After eight years with the group, Paul Tobias left Guns N' Roses in July 2002, with Richard Fortus taking his place. Later in the year, the band embarked on the first leg of its extensive Chinese Democracy Tour, which was their first since 1993. After more touring, Buckethead abruptly left in March 2004, causing the band to cancel its appearance at Rock in Rio. The group continued work on new album ""Chinese Democracy"", but didn't perform again until May 2006 when Buckethead's replacement Ron ""Bumblefoot"" Thal debuted. In June, Frank Ferrer",List of Guns N' Roses members,2.6666666666666665,"Richard Fortus taking his place. Later in the year, the band embarked on the first leg of its extensive Chinese Democracy Tour, which was their first since 1993. After more touring, Buckethead abruptly left in March 2004, causing the band to cancel its appearance at Rock in Rio. The group continued work on new album ""Chinese Democracy"", but didn't perform again until May 2006 when Buckethead's replacement Ron ""Bumblefoot"" Thal debuted. In June, Frank Ferrer",List of Guns N' Roses members,3.6666666666666665
359,who holds the record for most everest summits,['Apa Sherpa'],List of Mount Everest records,-1.0,None,None,0.0,Mount Everest,List of Mount Everest records,0.0,Helga Hengge,List of Mount Everest records,0.0,Junko Tabei,List of Mount Everest records,0.0,Junko Tabei,List of Mount Everest records,1.351351351351352,"Adrian Ballinger said on Instagram ""9 Sherpa using supplemental oxygen became the first to summit on the South Side of Everest in the past 3 years"" in 2016. The full Nepal route to the summit was not open in 2014 or in 2015, but there was a group that summited from the south side in 2014 as part of a Chinese team that used a helicopter to reach that area.
Most summits in one day",List of Mount Everest records,2.3513513513513518
360,who came out first batman or spider man,"['Superman', 'Batman']",First appearance,100.0,Superman,First appearance,100.0,Superman,First appearance,100.0,Superman,First appearance,100.0,Batman,First appearance,100.0,Superman,First appearance,100.0,Superman,First appearance,0.0
361,where is the ucla usc game being played,['UCLA'],UCLA–USC rivalry,-1.0,None,None,0.0,Rose Bowl,UCLA–USC rivalry,0.0,Exposition Park,UCLA–USC rivalry,0.0,Los Angeles Coliseum,UCLA–USC rivalry,0.0,Rose Bowl stadium,UCLA–USC rivalry,0.0,Bowl stadium,UCLA–USC rivalry,1.0
362,who caused to build qutub minar in delhi,"['Qutab Ud - Din - Aibak', 'Qutab - ud - din Aibak', 'Qutub - ud - din Aibak']",Qutb Minar,-1.0,None,None,6.766764161830635,Qutb-ud-din Aibak,Qutb Minar,12.262648039048077,Qutbu l-Din Aibak,Qutb Minar,0.0,Hindus artisans,Qutb Minar,0.0,Delhi Sultans,Qutb Minar,0.0,Delhi Sultans,Qutb Minar,13.262648039048077
363,who wrote trust and believe by keyshia cole,"['Guordan Banks and Jessyca Wilson of R&B duo The Righterz', 'Guordan Banks', 'Keyshia Cole']",Trust and Believe,-1.0,None,None,100.0,Guordan Banks and Jessyca Wilson,Trust and Believe,-1.0,None,None,100.0,Guordan Banks and Jessyca Wilson,Trust and Believe,100.0,Guordan Banks and Jessyca Wilson,Trust and Believe,100.0,Guordan Banks and Jessyca Wilson,Trust and Believe,101.0
364,who holds the most home runs in mlb history,['Barry Bonds'],List of Major League Baseball career home run leaders,-1.0,None,None,-1.0,None,None,100.0,Barry Bonds,List of Major League Baseball career home run leaders,100.0,Barry Bonds,List of Major League Baseball career home run leaders,100.0,Barry Bonds,List of Major League Baseball career home run leaders,100.0,Barry Bonds,List of Major League Baseball career home run leaders,101.0
365,who plays the judge in drop dead diva,['Lex Medlin'],List of Drop Dead Diva characters,-1.0,None,None,0.0,Celebrity guest stars,List of Drop Dead Diva characters,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Celebrity guest stars,List of Drop Dead Diva characters,1.0
366,who had won the first grammy award for the best new artist,"['Chance the Rapper', 'Bobby Darin']",Grammy Award for Best New Artist,0.0,LeAnn Rimes,Grammy Award for Best New Artist,0.0,LeAnn Rimes,Grammy Award for Best New Artist,0.0,Lady Gaga,Grammy Award for Best New Artist,0.0,Milli Vanilli,Grammy Award for Best New Artist,0.0,Milli Vanilli,Grammy Award for Best New Artist,0.0,Milli Vanilli,Grammy Award for Best New Artist,0.0
367,what channel does thursday night football come on regular tv,['NBC'],Thursday Night Football,-1.0,None,None,0.0,CBS,Thursday Night Football,0.0,CBS,Thursday Night Football,100.0,NBC,Thursday Night Football,0.0,CBS,Thursday Night Football,0.0,NFL Network,Thursday Night Football,101.0
368,who is the chief economic advisor of india,['Arvind Subramanian'],Chief Economic Adviser to the Government of India,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,The Chief Economic Adviser,Chief Economic Adviser to the Government of India,-1.0,None,None,-1.0,None,None,1.0
369,when did slave to the rhythm come out,"['2010', 'May 8 , 2014']",Slave to the Rhythm (Michael Jackson song),-1.0,None,None,50.0,February 2014,Slave to the Rhythm (Michael Jackson song),50.0,February 2014,Slave to the Rhythm (Michael Jackson song),47.76875403825262,"May 18, 2014",Slave to the Rhythm (Michael Jackson song),50.0,February 2014,Slave to the Rhythm (Michael Jackson song),50.0,February 2014,Slave to the Rhythm (Michael Jackson song),51.0
370,when did the battle of bull run start,"['July 21 , 1861', '5 : 15 a.m.']",First Battle of Bull Run,47.76875403825262,"July 21, 1861",First Battle of Bull Run,47.76875403825262,"July 21, 1861",First Battle of Bull Run,47.76875403825262,"July 21, 1861",First Battle of Bull Run,47.76875403825262,"July 21, 1861",First Battle of Bull Run,47.76875403825262,"July 21, 1861",First Battle of Bull Run,47.76875403825262,"July 21, 1861",First Battle of Bull Run,0.0
371,who is playing halftime show super bowl 2018,['Justin Timberlake'],Super Bowl LII halftime show,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Justin Timberlake,Super Bowl LII halftime show,100.0,Justin Timberlake,Super Bowl LII halftime show,100.0,Justin Timberlake,Super Bowl LII halftime show,101.0
372,who won the most gold metals in olympics,"['Michael Phelps', 'American swimmer Michael Phelps']",List of multiple Olympic medalists,-1.0,None,None,-1.0,None,None,100.0,Michael Phelps,List of multiple Olympic medalists,100.0,Michael Phelps,List of multiple Olympic medalists,100.0,Michael Phelps,List of multiple Olympic medalists,0.0,athletes who have won seven or more Olympic medals over their sporting career,List of multiple Olympic medalists,101.0
373,where is nuclear energy used most in the world,"['France', 'United States']",Nuclear power by country,100.0,France,Nuclear power by country,0.0,"France, Belgium and Slovakia",Nuclear power by country,10.000000000000002,"Belarus, Iran, Jordan, Turkey, the United Arab Emirates and Vietnam",Nuclear power by country,0.0,"Europe, North America, East Asia and South Asia",Nuclear power by country,100.0,United States,Nuclear power by country,100.0,United States,Nuclear power by country,100.0
374,who's winning the election in virginia for governor,"['Democratic nominee Ralph Northam', 'Ralph Northam']","Virginia gubernatorial election, 2017",-1.0,None,None,-1.0,None,None,0.0,Terry McAuliffe,"Virginia gubernatorial election, 2017",100.0,Ralph Northam,"Virginia gubernatorial election, 2017",-1.0,None,None,-1.0,None,None,101.0
375,when was the last time university of michigan won a national championship,['1997'],Michigan Wolverines football,33.33333333333333,1948 and 1997,Michigan Wolverines football,100.0,1997,Michigan Wolverines football,100.0,1997,Michigan Wolverines football,100.0,1997,Michigan Wolverines football,100.0,1997,Michigan Wolverines football,100.0,1997,Michigan Wolverines football,66.66666666666667
